branch,parent_asset,local_step,global_task_id,suite,suite_task_id,teacher_demo,query_demo,query_fraction,query_position,noise_seed,full_mse,first5_mse,first5_time_mse,first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,tau1_first5_dimension_mse,inference_first5_mse,inference_first5_actions,target_first5_actions,inference_first5_time_mse,inference_first5_dimension_mse,parent_full_mse,parent_tau1_first5_mse,parent_inference_first5_mse,action_delta_mse_vs_parent
O-H,O1200,36,42,libero_90,2,46,47,0.25,28,2026092101,0.05181169882416725,0.01988115720450878,"[0.014114825055003166,0.01573948562145233,0.01896275393664837,0.020850641652941704,0.029738077893853188]","[0.014320150017738342,0.009503449313342571,0.004706913139671087,0.004350540228188038,0.07454799860715866,0.03064439259469509,0.0010946516413241625]",0.017543526366353035,"[0.019079335033893585,0.0178946815431118,0.015840057283639908,0.01639224961400032,0.018511319532990456]","[0.016970260068774223,0.004574112128466368,0.00042502471478655934,0.021054266020655632,0.06087750941514969,0.017891360446810722,0.0010121618397533894]",0.017514215782284737,"[[[-0.15204603970050812,-0.13146500289440155,-0.7257615327835083,-0.3126108944416046,-0.5474725365638733,-0.07946698367595673,-1.0166698694229126],[-0.15739496052265167,-0.12284225970506668,-0.7198490500450134,-0.31617817282676697,-0.5506013035774231,-0.07511816918849945,-1.0052955150604248],[-0.17249006032943726,-0.1296059936285019,-0.7085811495780945,-0.3110164999961853,-0.5487378835678101,-0.07087139040231705,-0.9997122287750244],[-0.15102198719978333,-0.1392783224582672,-0.6868797540664673,-0.29954203963279724,-0.5367822647094727,-0.08073680847883224,-1.0074461698532104],[-0.17653734982013702,-0.13986900448799133,-0.6783130168914795,-0.30306535959243774,-0.5077147483825684,-0.07847177982330322,-1.0082206726074219]]]","[[[-0.20000046491622925,-0.25856733322143555,-0.7470932006835938,-0.40740931034088135,-0.6960495114326477,0.08672380447387695,-1.0],[-0.26428622007369995,-0.2180689573287964,-0.7819768190383911,-0.468015193939209,-0.7082074880599976,0.11150252819061279,-1.0],[-0.30357182025909424,-0.19626212120056152,-0.7848838567733765,-0.47474920749664307,-0.702128529548645,0.12212193012237549,-1.0],[-0.3357146978378296,-0.1838010549545288,-0.7848838567733765,-0.47474920749664307,-0.6960495114326477,0.12920165061950684,-1.0],[-0.3892861008644104,-0.1713399887084961,-0.7877907752990723,-0.468015193939209,-0.6960495114326477,0.13628125190734863,-1.0]]]","[0.011124113574624062,0.015300463885068893,0.016433022916316986,0.020841671153903008,0.02387181855738163]","[0.022056246176362038,0.006527772638946772,0.006345437373965979,0.023351123556494713,0.026255911216139793,0.037977222353219986,8.58069397509098e-05]",0.060045208781957626,0.02404058910906315,0.025516629219055176,0.0027114010881632566
O-H,O1200,36,43,libero_90,3,46,47,0.25,43,2026092101,0.0961005687713623,0.1653333604335785,"[0.039652127772569656,0.06477446854114532,0.20135918259620667,0.33159589767456055,0.18928514420986176]","[0.07471757382154465,0.005898729898035526,0.051627110689878464,0.007522562053054571,0.2882605493068695,0.02139337919652462,0.7079136967658997]",0.19125398993492126,"[0.024010444059967995,0.0331910140812397,0.04794720560312271,0.4610311985015869,0.39009010791778564]","[0.07878818362951279,0.0009036017581820488,0.06951265782117844,0.003921755589544773,0.15131264925003052,0.012350856326520443,1.0219882726669312]",0.26731163263320923,"[[[-0.5329296588897705,0.051036007702350616,-0.7161353826522827,-0.24257338047027588,-0.159864604473114,-0.06298758089542389,-1.0161134004592896],[-0.5145758390426636,0.06395017355680466,-0.6846981644630432,-0.25397685170173645,-0.16291415691375732,-0.060940321534872055,-0.9973344802856445],[-0.49985188245773315,0.07031647861003876,-0.6522045135498047,-0.25991153717041016,-0.15527066588401794,-0.056267283856868744,-0.9938473701477051],[-0.4367973804473877,0.06599141657352448,-0.6044466495513916,-0.2601580023765564,-0.1429605633020401,-0.07468029856681824,-1.0036942958831787],[-0.4232206344604492,0.07060140371322632,-0.5675084590911865,-0.2759813070297241,-0.13299836218357086,-0.08157727122306824,-1.0050667524337769]]]","[[[-0.4321432113647461,0.02180635929107666,-0.5523258447647095,-0.2659956216812134,0.14285385608673096,-0.1008865237236023,-1.0],[-0.3607146739959717,0.02180635929107666,-0.49127936363220215,-0.2659956216812134,0.21580207347869873,-0.1008865237236023,-1.0],[-0.28928619623184204,0.02180635929107666,-0.45348870754241943,-0.2659956216812134,0.27051305770874023,-0.10796612501144409,-1.0],[-0.2250005006790161,0.02180635929107666,-0.4215119481086731,-0.2659956216812134,0.28267109394073486,-0.11504578590393066,0.9999990463256836],[-0.1285719871520996,0.015575766563415527,-0.27325624227523804,-0.2659956216812134,0.37993526458740234,-0.17168277502059937,0.9999990463256836]]]","[0.018818411976099014,0.02971906214952469,0.03860265016555786,0.6111268997192383,0.6382913589477539]","[0.04196896404027939,0.0019927690736949444,0.044756367802619934,0.00017277200822718441,0.17212389409542084,0.0030906349420547485,1.6070762872695923]",0.12929996848106384,0.18068766593933105,0.25801506638526917,0.0008112831856124103
O-H,O1200,36,51,libero_90,11,46,47,0.25,20,2026092101,0.04202655702829361,0.035102467983961105,"[0.03388894349336624,0.023211557418107986,0.03020171821117401,0.03947192057967186,0.04873819276690483]","[0.10842569172382355,0.05489618703722954,0.014002925716340542,0.01067756675183773,0.057211823761463165,0.00016260286793112755,0.00034046004293486476]",0.016745951026678085,"[0.01182916946709156,0.010529323481023312,0.014236997812986374,0.02111600525677204,0.026018258184194565]","[0.04064764454960823,0.019395554438233376,0.02126922272145748,0.008035014383494854,0.027594050392508507,5.783309097751044e-05,0.00022233327035792172]",0.01822325401008129,"[[[0.7551347017288208,-0.38420945405960083,-0.0454196073114872,-0.26120540499687195,-0.1693795621395111,-0.05079111456871033,-1.0221030712127686],[0.7711651921272278,-0.3467184901237488,-0.06431914865970612,-0.266624391078949,-0.18332022428512573,-0.05505605414509773,-1.0070595741271973],[0.7719708681106567,-0.33205467462539673,-0.07785829901695251,-0.2685471773147583,-0.19560584425926208,-0.05402516573667526,-1.0027554035186768],[0.7951328754425049,-0.3186154365539551,-0.08544005453586578,-0.2630614638328552,-0.20089761912822723,-0.06267791241407394,-1.0123368501663208],[0.7726453542709351,-0.2974478006362915,-0.10903631150722504,-0.2674156129360199,-0.20608459413051605,-0.05911807715892792,-1.0083928108215332]]]","[[[0.9107130765914917,-0.6728973388671875,-0.017442405223846436,-0.19192183017730713,-0.06991147994995117,-0.02655029296875,-1.0],[0.9499987363815308,-0.5607479214668274,-0.017442405223846436,-0.2659956216812134,-0.051674485206604004,-0.015930891036987305,-1.0],[0.9749988317489624,-0.47663581371307373,-0.017442405223846436,-0.2659956216812134,-0.02127939462661743,-0.008851230144500732,-1.0],[0.985713005065918,-0.4205610752105713,-0.04651212692260742,-0.2659956216812134,0.08206379413604736,-0.0017716288566589355,-1.0],[0.9821414947509766,-0.39563894271850586,-0.09593069553375244,-0.2659956216812134,0.14893293380737305,0.008847832679748535,-1.0]]]","[0.017728334292769432,0.014128440991044044,0.014031234197318554,0.018880948424339294,0.026347311213612556]","[0.035523172467947006,0.03401748463511467,0.0016634747153148055,0.000963549071457237,0.05274377018213272,0.002497604116797447,0.00015372254711110145]",0.08320342004299164,0.01646132953464985,0.015798578038811684,0.0014431583695113659
O-H,O1200,36,55,libero_90,15,46,47,0.25,32,2026092101,0.058898311108350754,0.06490262597799301,"[0.03952620550990105,0.056196682155132294,0.07604385912418365,0.07998417317867279,0.07276225090026855]","[0.13524115085601807,0.0034519012551754713,0.16531066596508026,0.005031764507293701,0.14396707713603973,0.0007001696503721178,0.000615674362052232]",0.03227871656417847,"[0.021089190617203712,0.02558821812272072,0.03551739826798439,0.03957347199320793,0.03962530195713043]","[0.07890597730875015,0.0012406930327415466,0.0820489451289177,0.0009215750615112484,0.06142919883131981,0.001374772167764604,2.9850058126612566e-05]",0.03300613537430763,"[[[-0.13844163715839386,0.2271675169467926,-0.7974988222122192,-0.1470034122467041,-0.20206382870674133,-0.01640602946281433,-1.008266568183899],[-0.1417604386806488,0.22437436878681183,-0.7800899744033813,-0.14384005963802338,-0.1972734034061432,-0.016399264335632324,-0.9953107833862305],[-0.14625312387943268,0.2086341679096222,-0.7631044387817383,-0.12862160801887512,-0.18027465045452118,-0.00990690290927887,-0.9883638024330139],[-0.12380564212799072,0.19027894735336304,-0.7341369390487671,-0.11165384203195572,-0.15830570459365845,-0.024669669568538666,-0.9985840320587158],[-0.14059732854366302,0.1779368370771408,-0.7149889469146729,-0.10863275080919266,-0.1367410272359848,-0.025262685492634773,-0.9950240850448608]]]","[[[0.12142789363861084,0.29283416271209717,-0.5319769978523254,-0.2659956216812134,-0.04559546709060669,0.054865479469299316,-1.0],[0.1249992847442627,0.252335786819458,-0.5174421072006226,-0.2659956216812134,0.03951060771942139,0.054865479469299316,-1.0],[0.14642786979675293,0.23675942420959473,-0.5029072761535645,-0.2659956216812134,0.11245882511138916,0.054865479469299316,-1.0],[0.13928496837615967,0.23987483978271484,-0.5000002980232239,-0.2659956216812134,0.14285385608673096,0.058405280113220215,-1.0],[0.08928501605987549,0.23987483978271484,-0.5232560634613037,-0.2659956216812134,0.20364391803741455,0.058405280113220215,-1.0]]]","[0.026590798050165176,0.031002258881926537,0.037578731775283813,0.03541690111160278,0.03444197401404381]","[0.06928353011608124,0.0024362094700336456,0.05975395441055298,0.019307440146803856,0.07456018775701523,0.005651105660945177,5.049813989899121e-05]",0.0926629826426506,0.049207013100385666,0.04047063738107681,0.006366006564348936
O-H,O1200,36,56,libero_90,16,46,47,0.25,35,2026092101,0.07462658733129501,0.052274323999881744,"[0.07847817242145538,0.05817810446023941,0.0475093312561512,0.041491419076919556,0.035714585334062576]","[0.15767855942249298,0.00192628416698426,0.005299425218254328,0.1811368316411972,0.004805877339094877,0.014613925479352474,0.00045934171066619456]",0.03022724576294422,"[0.035770971328020096,0.033257462084293365,0.02911330759525299,0.0272977277636528,0.02569676749408245]","[0.0293083768337965,0.0023777885362505913,0.003627769649028778,0.16205647587776184,0.011746080592274666,0.0022510141134262085,0.00022323067241813987]",0.019060226157307625,"[[[0.1289389580488205,0.07175227999687195,-0.7463462352752686,0.04333852231502533,-0.7132728099822998,-0.27042415738105774,-1.021721601486206],[0.09792830795049667,0.08319041877985,-0.7608959674835205,0.04890516400337219,-0.7040026187896729,-0.2629860043525696,-1.0061383247375488],[0.05726562440395355,0.08041157573461533,-0.7585235238075256,0.07067669928073883,-0.6827854514122009,-0.25483009219169617,-0.9992068409919739],[0.051293373107910156,0.0716773048043251,-0.7517841458320618,0.09851453453302383,-0.6542829275131226,-0.2596385180950165,-1.007027506828308],[-0.006279900670051575,0.07082942128181458,-0.7592217326164246,0.11070145666599274,-0.600243866443634,-0.24482926726341248,-1.0057615041732788]]]","[[[-0.1285719871520996,0.02180635929107666,-0.7034885287284851,0.25925517082214355,-0.6291804313659668,-0.040709614753723145,-1.0],[-0.1285719871520996,0.02180635929107666,-0.7325583100318909,0.2727231979370117,-0.6595754623413086,-0.04778921604156494,-1.0],[-0.16071486473083496,0.02180635929107666,-0.7412792444229126,0.25925517082214355,-0.6656544208526611,-0.05840873718261719,-1.0],[-0.18928629159927368,0.02180635929107666,-0.7470932006835938,0.252521276473999,-0.6595754623413086,-0.07256799936294556,-1.0],[-0.21071475744247437,0.02180635929107666,-0.7500001788139343,0.24578726291656494,-0.6413384675979614,-0.08318740129470825,-1.0]]]","[0.025367917492985725,0.02204129286110401,0.017954960465431213,0.017025507986545563,0.012911449186503887]","[0.05296039581298828,0.0029175083618611097,0.0006088426453061402,0.034848522394895554,0.0022111099679023027,0.0397566519677639,0.00011854339390993118]",0.11676263064146042,0.06074955314397812,0.05021905153989792,0.02178771421313286
O-H,O1200,36,62,libero_90,22,46,47,0.25,27,2026092101,0.08214959502220154,0.03541341796517372,"[0.028966577723622322,0.025256045162677765,0.023639125749468803,0.028828566893935204,0.07037678360939026]","[0.017990052700042725,0.018298130482435226,0.04844164475798607,0.12250373512506485,0.035278405994176865,0.005082945805042982,0.00029903239919804037]",0.014290244318544865,"[0.01085073221474886,0.010124571621418,0.010963575914502144,0.012496326118707657,0.027016015723347664]","[0.01031485665589571,0.012774509377777576,0.023127999156713486,0.02588304877281189,0.027035130187869072,0.0007238505640998483,0.00017231063975486904]",0.04472392797470093,"[[[0.36695706844329834,0.09112576395273209,-0.38050219416618347,0.13534940779209137,-0.07538649439811707,0.5706222057342529,-1.0098809003829956],[0.38114866614341736,0.11778940260410309,-0.36697348952293396,0.12595802545547485,-0.07007090747356415,0.5607889294624329,-1.0023043155670166],[0.391448974609375,0.13604789972305298,-0.34699660539627075,0.1202070564031601,-0.06226175278425217,0.5597200393676758,-0.9994136095046997],[0.4278354048728943,0.15314586460590363,-0.3220600485801697,0.11665156483650208,-0.062443263828754425,0.550977349281311,-1.005332589149475],[0.4257497191429138,0.17208483815193176,-0.3097686171531677,0.10003605484962463,-0.058732300996780396,0.5471558570861816,-0.9984134435653687]]]","[[[0.4285705089569092,0.02180635929107666,-0.4883723855018616,-0.28619760274887085,-0.06991147994995117,0.7522093057632446,-1.0],[0.4035705327987671,0.024921536445617676,-0.4738374948501587,-0.29293161630630493,-0.06991147994995117,0.7734483480453491,-1.0],[0.38214194774627686,0.05295896530151367,-0.46511656045913696,-0.3131335377693176,-0.06991147994995117,0.7911473512649536,-1.0],[0.3607133626937866,0.07788097858428955,-0.45639562606811523,-0.3670054078102112,-0.0820695161819458,0.8017667531967163,-1.0],[0.31428492069244385,0.13084053993225098,-0.4622095823287964,-0.5084190368652344,-0.19149166345596313,0.8300855159759521,-1.0]]]","[0.03300581872463226,0.03446357324719429,0.037477754056453705,0.04649274796247482,0.07217971980571747]","[0.0042630694806575775,0.005539857316762209,0.015658501535654068,0.22901920974254608,0.0036197516601532698,0.054940205067396164,2.684791797946673e-05]",0.11131183803081512,0.018219463527202606,0.0461190901696682,0.0029732955154031515
O-H,O1200,36,64,libero_90,24,46,47,0.25,28,2026092101,0.06616558879613876,0.039492152631282806,"[0.0455339290201664,0.03708534315228462,0.01998833939433098,0.03153569996356964,0.0633174479007721]","[0.06040535494685173,0.016146549955010414,0.030800318345427513,0.016570186242461205,0.08278153091669083,0.06969700753688812,4.411418194649741e-05]",0.016361845657229424,"[0.023833757266402245,0.01943228207528591,0.010485370643436909,0.009961888194084167,0.018095945939421654]","[0.014768953435122967,0.011383562348783016,0.01353684812784195,0.003219323232769966,0.0333276130259037,0.03828219696879387,1.4437063327932265e-05]",0.0255313441157341,"[[[0.3285062909126282,0.0026374459266662598,-0.29613763093948364,-0.02232622355222702,-0.35232463479042053,-0.869656503200531,-1.0120245218276978],[0.35573241114616394,0.02659013122320175,-0.31442153453826904,-0.010773826390504837,-0.3497249186038971,-0.8697943687438965,-0.99861741065979],[0.3726259469985962,0.03197881951928139,-0.32119518518447876,0.018359269946813583,-0.33573150634765625,-0.8661190271377563,-0.9955908060073853],[0.4111807346343994,0.03573378548026085,-0.3283906579017639,0.04235825687646866,-0.3176923394203186,-0.8684929013252258,-1.0020533800125122],[0.414036363363266,0.04303228110074997,-0.34387093782424927,0.061675816774368286,-0.2937457859516144,-0.8559414744377136,-1.0024166107177734]]]","[[[0.14285647869110107,0.02180635929107666,-0.28779107332229614,-0.16498583555221558,-0.10030657052993774,-0.9716814756393433,-1.0],[0.18214213848114014,0.02180635929107666,-0.3168608546257019,-0.13804996013641357,-0.06991147994995117,-0.9079647064208984,-1.0],[0.2714277505874634,0.05607426166534424,-0.31395387649536133,-0.13804996013641357,-0.06991147994995117,-0.8017702102661133,-1.0],[0.2749992609024048,0.06853532791137695,-0.27616316080093384,-0.13131588697433472,-0.06991147994995117,-0.6141599416732788,-1.0],[0.3285706043243408,0.12149477005004883,-0.2034887671470642,-0.2188577651977539,-0.06991147994995117,-0.42300981283187866,-1.0]]]","[0.018474504351615906,0.01801658235490322,0.01573692075908184,0.025513799861073494,0.049914922565221786]","[0.020138060674071312,0.0016406450886279345,0.004512583836913109,0.033975325524806976,0.06479322165250778,0.053624387830495834,3.519960955600254e-05]",0.07430486381053925,0.0369638167321682,0.031813375651836395,0.011299438774585724
O-H,O1200,36,73,libero_90,33,46,47,0.25,44,2026092101,0.06577074527740479,0.13756850361824036,"[0.3044714331626892,0.20861825346946716,0.10336784273386002,0.03805726394057274,0.03332771733403206]","[0.2858501374721527,0.02043774165213108,0.2303711175918579,0.0007579547818750143,0.3845169246196747,0.0367128923535347,0.004332806449383497]",0.06760388612747192,"[0.13496702909469604,0.10327907651662827,0.0556814968585968,0.02347325161099434,0.020618610084056854]","[0.10648683458566666,0.013195653446018696,0.08877622336149216,0.0011724652722477913,0.2450426071882248,0.0060156467370688915,0.012537804432213306]",0.06534789502620697,"[[[-0.1650342345237732,0.04225459694862366,-0.15378457307815552,-0.22442440688610077,-0.06691629439592361,-0.27378049492836,0.9019311666488647],[-0.1294352263212204,0.045675791800022125,-0.10372292995452881,-0.23148760199546814,-0.07150767743587494,-0.27176526188850403,1.009986162185669],[-0.08960451930761337,0.04514635354280472,-0.05340009555220604,-0.2162105143070221,-0.06986036151647568,-0.2751826345920563,1.0146660804748535],[-0.003146350383758545,0.03620337322354317,-0.003208339214324951,-0.19256113469600677,-0.0703791007399559,-0.29339760541915894,1.0093930959701538],[0.040916889905929565,0.03234705701470375,0.021920889616012573,-0.17406228184700012,-0.052852924913167953,-0.30076560378074646,1.0118366479873657]]]","[[[-0.79285728931427,-0.07788211107254028,-0.6424421072006226,-0.2659956216812134,-0.6291804313659668,-0.07256799936294556,0.9999990463256836],[-0.5964288711547852,-0.06230580806732178,-0.5145351886749268,-0.2659956216812134,-0.525837242603302,-0.05486893653869629,0.9999990463256836],[-0.38571470975875854,-0.043614208698272705,-0.35174453258514404,-0.2659956216812134,-0.37386202812194824,-0.040709614753723145,0.9999990463256836],[-0.17142915725708008,0.009345293045043945,-0.13372141122817993,-0.2659956216812134,-0.2583608031272888,-0.040709614753723145,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.017442405223846436,-0.2659956216812134,-0.21580767631530762,-0.040709614753723145,0.9999990463256836]]]","[0.1450505256652832,0.09332282096147537,0.047808196395635605,0.021534763276576996,0.019023185595870018]","[0.1513943374156952,0.00696075102314353,0.10302908718585968,0.0038483780808746815,0.13537293672561646,0.054797686636447906,0.002032110234722495]",0.07783929258584976,0.07560990750789642,0.12958833575248718,0.049539417028427124
O-H,O1200,36,95,libero_90,55,46,47,0.25,27,2026092101,0.047187209129333496,0.025892125442624092,"[0.012353942729532719,0.02694631554186344,0.03540247306227684,0.027184905484318733,0.027572983875870705]","[0.020376048982143402,0.09931888431310654,0.048514384776353836,0.00893433578312397,0.0007878982578404248,0.003023390891030431,0.0002899237733799964]",0.013017801567912102,"[0.004976323805749416,0.011698736809194088,0.01717023178935051,0.014421755447983742,0.016821961849927902]","[0.010588242672383785,0.04504939541220665,0.029132887721061707,0.004697577562183142,0.0007985317497514188,0.0005235587595961988,0.00033441948471590877]",0.01628563366830349,"[[[-0.29773080348968506,-0.05301474779844284,-0.7610501646995544,-0.13094162940979004,-0.09056612849235535,-0.07175837457180023,-1.0210548639297485],[-0.29892224073410034,-0.02456071972846985,-0.7454779744148254,-0.1443997472524643,-0.09064464271068573,-0.06818608939647675,-1.0002256631851196],[-0.30244338512420654,-0.011213503777980804,-0.7291842103004456,-0.14697925746440887,-0.08294840157032013,-0.059067368507385254,-0.9954702258110046],[-0.2694493532180786,-0.009126417338848114,-0.699774980545044,-0.14679494500160217,-0.08209875226020813,-0.07002522051334381,-1.0051990747451782],[-0.29674825072288513,0.00416785292327404,-0.6885129809379578,-0.1722916066646576,-0.07757163047790527,-0.06311735510826111,-1.0034289360046387]]]","[[[-0.3535718321800232,-0.2928352355957031,-0.7470932006835938,-0.12458193302154541,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.33928608894348145,-0.3707168698310852,-0.6540700197219849,-0.25252771377563477,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.29285764694213867,-0.36448633670806885,-0.584302544593811,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.2678576111793518,-0.2741437554359436,-0.5377909541130066,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.2571433186531067,-0.2149537205696106,-0.5058141946792603,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.008957325480878353,0.02038360945880413,0.022939523681998253,0.015959901735186577,0.01318780705332756]","[0.0012820862466469407,0.0840776190161705,0.017831716686487198,0.009777247905731201,0.00024672949803061783,0.0006835001986473799,0.00010053301230072975]",0.08523331582546234,0.015110618434846401,0.021192263811826706,0.00232718070037663
O-H,O1200,36,96,libero_90,56,46,47,0.25,26,2026092101,0.08715619891881943,0.019508926197886467,"[0.014032687991857529,0.007894739508628845,0.018240589648485184,0.02450794167816639,0.03286866843700409]","[0.00942430179566145,0.0256930124014616,0.06972401589155197,0.015381887555122375,0.00444185733795166,0.011329742148518562,0.0005676524597220123]",0.019243808463215828,"[0.01183471642434597,0.008230523206293583,0.016392162069678307,0.025603605434298515,0.03415803238749504]","[0.01179505605250597,0.01080207247287035,0.10396380722522736,0.0023082164116203785,0.0010780604789033532,0.004368516616523266,0.0003909226506948471]",0.008764379657804966,"[[[-0.5885326266288757,-0.032689109444618225,-1.0152826309204102,-0.13764236867427826,-0.13149400055408478,-0.045120831578969955,-1.0159310102462769],[-0.5933824181556702,-0.01576162874698639,-1.003711462020874,-0.14534270763397217,-0.12930592894554138,-0.039368536323308945,-0.998155415058136],[-0.5976411700248718,-0.010737664997577667,-0.9935388565063477,-0.14488036930561066,-0.11887365579605103,-0.02692684531211853,-0.9969956278800964],[-0.558918833732605,-0.017549633979797363,-0.9578112363815308,-0.14043515920639038,-0.1038099080324173,-0.03836537152528763,-1.0070462226867676],[-0.5631042122840881,-0.009503312408924103,-0.9367366433143616,-0.16094669699668884,-0.09740877151489258,-0.029772238805890083,-1.0046013593673706]]]","[[[-0.6321431398391724,-0.19937735795974731,-0.9098837971687317,-0.2659956216812134,-0.1854127049446106,-0.061948537826538086,-1.0],[-0.6500002145767212,0.0031147003173828125,-0.9040698409080505,-0.27946358919143677,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.6321431398391724,0.02180635929107666,-0.8372094035148621,-0.3468034863471985,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5928574204444885,0.05607426166534424,-0.7703490257263184,-0.3198675513267517,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5214288830757141,0.06542003154754639,-0.7209303975105286,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.008673503063619137,0.005001665558665991,0.010008233599364758,0.010730660520493984,0.009407836012542248]","[0.001837299787439406,0.008046877570450306,0.025438135489821434,0.02369343303143978,0.0021474852692335844,0.0001200113256345503,6.740952812833712e-05]",0.08971064537763596,0.034607842564582825,0.01643565483391285,0.0035864326637238264
O-H,O1200,36,97,libero_90,57,46,47,0.25,38,2026092101,0.0880332738161087,0.07198702543973923,"[0.10347328335046768,0.07690229266881943,0.07108700275421143,0.06314777582883835,0.045324765145778656]","[0.23752453923225403,0.037865497171878815,0.011062066070735455,0.027210703119635582,0.18593309819698334,0.003988904412835836,0.0003243492392357439]",0.03069308213889599,"[0.045807790011167526,0.03337356448173523,0.02951171062886715,0.026541758328676224,0.018230587244033813]","[0.10099958628416061,0.020414268597960472,0.0065995329059660435,0.0063041760586202145,0.07904558628797531,0.0014024069532752037,8.600432920502499e-05]",0.0465274378657341,"[[[0.24879267811775208,-0.07330473512411118,-0.6862816214561462,-0.09773273766040802,-0.2041081041097641,-0.20425763726234436,-1.022112488746643],[0.2343883067369461,-0.03950212150812149,-0.7002602815628052,-0.09864215552806854,-0.20828743278980255,-0.2018129676580429,-1.0054709911346436],[0.21407824754714966,-0.03102927654981613,-0.715182363986969,-0.08046358078718185,-0.2032383680343628,-0.19753389060497284,-0.999462366104126],[0.22041594982147217,-0.02608262374997139,-0.7174796462059021,-0.06019765883684158,-0.1983938366174698,-0.209120512008667,-1.0087884664535522],[0.17914777994155884,-0.019986826926469803,-0.7279307842254639,-0.05408913642168045,-0.18188127875328064,-0.20708653330802917,-1.0070977210998535]]]","[[[-0.1285719871520996,-0.22118425369262695,-0.6250002384185791,-0.2659956216812134,0.15501189231872559,-0.040709614753723145,-1.0],[-0.1285719871520996,-0.24922162294387817,-0.668604850769043,-0.2659956216812134,0.1185377836227417,-0.040709614753723145,-1.0],[-0.1285719871520996,-0.2647978663444519,-0.6889536380767822,-0.2659956216812134,0.11245882511138916,-0.040709614753723145,-1.0],[-0.1285719871520996,-0.2990657687187195,-0.697674572467804,-0.2659956216812134,0.057747721672058105,-0.040709614753723145,-1.0],[-0.110714852809906,-0.31775736808776855,-0.7005815505981445,-0.2659956216812134,-0.015200436115264893,-0.040709614753723145,-1.0]]]","[0.05036347731947899,0.048218660056591034,0.047346554696559906,0.047586482018232346,0.039122022688388824]","[0.11947327107191086,0.05673709139227867,0.0013171284226700664,0.03559977561235428,0.08576752245426178,0.026667922735214233,0.0001293595414608717]",0.09710290282964706,0.035072654485702515,0.04770122468471527,0.0018034125678241253
O-H,O1200,36,101,libero_90,61,46,47,0.25,36,2026092101,0.04687834531068802,0.02701771818101406,"[0.029621334746479988,0.021840212866663933,0.015778962522745132,0.025957800447940826,0.041890282183885574]","[0.06042638048529625,0.006454692222177982,0.00023859697103034705,0.02411801554262638,0.09056666493415833,0.007205822970718145,0.00011384880781406537]",0.012957241386175156,"[0.013578136451542377,0.009414969012141228,0.006964023225009441,0.014026876538991928,0.02080220729112625]","[0.022080427035689354,0.003006119979545474,0.0020958080422133207,0.008741027675569057,0.051981259137392044,0.002747579012066126,4.847821037401445e-05]",0.022548802196979523,"[[[0.05519551783800125,-0.0077705904841423035,-0.7407017946243286,-0.14698609709739685,-0.37318509817123413,-0.17400233447551727,-1.0171500444412231],[0.05288213491439819,0.014306671917438507,-0.7516198754310608,-0.15646818280220032,-0.39993274211883545,-0.16858211159706116,-1.0040488243103027],[0.045370206236839294,0.019440382719039917,-0.7550986409187317,-0.15534542500972748,-0.41698789596557617,-0.16202031075954437,-0.9985882639884949],[0.06730091571807861,0.018781516700983047,-0.7495563626289368,-0.15301650762557983,-0.4309370219707489,-0.17079566419124603,-1.0052884817123413],[0.04405659809708595,0.022702384740114212,-0.7514621019363403,-0.16204509139060974,-0.4286854565143585,-0.16554710268974304,-1.0053019523620605]]]","[[[-0.10357201099395752,-0.12149584293365479,-0.8226745128631592,-0.2659956216812134,-0.1428595781326294,-0.05840873718261719,-1.0],[-0.12500053644180298,-0.11215001344680786,-0.8284884691238403,-0.2659956216812134,-0.1793336272239685,-0.05486893653869629,-1.0],[-0.1285719871520996,-0.08722788095474243,-0.8226745128631592,-0.2659956216812134,-0.21580767631530762,-0.04424941539764404,-1.0],[-0.1285719871520996,-0.08411264419555664,-0.8430233597755432,-0.2659956216812134,-0.12462258338928223,-0.040709614753723145,-1.0],[-0.1285719871520996,-0.031153202056884766,-0.8226745128631592,-0.40740931034088135,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.01796131581068039,0.01816423237323761,0.01611277647316456,0.025890376418828964,0.034615304321050644]","[0.031054416671395302,0.010758094489574432,0.006200418341904879,0.02227417565882206,0.07294692099094391,0.01453386526554823,7.371774700004607e-05]",0.08165592700242996,0.02017100155353546,0.02485540695488453,0.002634236356243491
