global_task_id,init_state_id,teacher_demo,arm,family,layer,original_delta_norm,projected_delta_norm,candidate_delta_norm,candidate_to_original_norm_ratio,rho,alpha,b_projection_relative_l2,finite
31,2,2,SELF,q_b,0,32.46435410884276,32.46435118552856,32.46435118552856,0.9999999099531075,0.00042437457280491313,0.9999999099531075,0.0015428916999135356,True
31,2,2,SELF,q_b,1,30.57274332292803,30.57274035238862,30.57274035238862,0.9999999028370017,0.0004408242156841094,0.9999999028370017,0.001563086734163086,True
31,2,2,SELF,q_b,2,29.975227870564318,29.975224758402835,29.975224758402835,0.9999998961755522,0.00045568507355753035,0.9999998961755522,0.0015620178827829248,True
31,2,2,SELF,q_b,3,32.48705932636883,32.48705623074486,32.48705623074486,0.9999999047120905,0.0004365498954389523,0.9999999047120905,0.0015560252811124323,True
31,2,2,SELF,q_b,4,31.60298357316932,31.602980380498195,31.602980380498195,0.9999998989756421,0.00044949828413985173,0.9999998989756421,0.0015700124626356116,True
31,2,2,SELF,q_b,5,30.939541287182433,30.939537887925805,30.939537887925805,0.9999998901322875,0.000468759441887257,0.9999998901322875,0.001560199504130035,True
31,2,2,SELF,q_b,6,31.750890126868242,31.750887038582185,31.750887038582185,0.9999999027338747,0.0004410580942195577,0.9999999027338747,0.0015628247491403754,True
31,2,2,SELF,q_b,7,32.149228283933944,32.149225183427944,32.149225183427944,0.9999999035589292,0.0004391834846844857,0.9999999035589292,0.0015530344414195596,True
31,2,2,SELF,q_b,8,33.16668759674384,33.16668416827368,33.16668416827368,0.9999998966291057,0.0004546886613889813,0.9999998966291057,0.0015645216444986714,True
31,2,2,SELF,q_b,9,32.640247692019386,32.640244612968786,32.640244612968786,0.9999999056670578,0.0004343568541431304,0.9999999056670578,0.001553165269488175,True
31,2,2,SELF,q_b,10,33.20844274126886,33.208439578995964,33.208439578995964,0.999999904775032,0.0004364056919709861,0.999999904775032,0.0015655660788338125,True
31,2,2,SELF,q_b,11,29.457003035186563,29.456999690354742,29.456999690354742,0.9999998864503691,0.000476549315681454,0.9999998864503691,0.0015583808696605962,True
31,2,2,SELF,q_b,12,33.46351175880534,33.46350863544681,33.46350863544681,0.999999906663755,0.00043205611008727745,0.999999906663755,0.0015627399963869795,True
31,2,2,SELF,q_b,13,33.35552401968514,33.35552081384278,33.35552081384278,0.9999999038887124,0.00043843194081152214,0.9999999038887124,0.001558211524003081,True
31,2,2,SELF,q_b,14,34.104589114946336,34.10458566606517,34.10458566606517,0.9999998988733992,0.0004497256855031608,0.9999998988733992,0.0015539533507816976,True
31,2,2,SELF,q_b,15,30.45627890637495,30.456275913879402,30.456275913879402,0.9999999017445448,0.00044329550227614517,0.9999999017445448,0.0015568661938305838,True
31,2,2,SELF,q_b,16,31.98151792869732,31.981514745636943,31.981514745636943,0.9999999004718794,0.00044615718390044753,0.9999999004718794,0.0015393646177953746,True
31,2,2,SELF,q_b,17,31.961409226821857,31.961406101972173,31.961406101972173,0.9999999022305411,0.00044219781683513227,0.9999999022305411,0.0015498565573854733,True
31,2,2,SELF,v_b,0,15.361303834860802,15.361303631324834,15.361303631324834,0.9999999867500851,0.0001627876756945627,0.9999999867500851,0.0006650984184502094,True
31,2,2,SELF,v_b,1,14.891677087399566,14.891676849637133,14.891676849637133,0.9999999840338712,0.00017869598350644128,0.9999999840338712,0.0006349369760948442,True
31,2,2,SELF,v_b,2,14.52842751168822,14.528427318004123,14.528427318004123,0.9999999866686126,0.00016328739294291453,0.9999999866686126,0.0006434003405404504,True
31,2,2,SELF,v_b,3,15.155932943518085,15.155932687735408,15.155932687735408,0.9999999831232641,0.00018372117240824764,0.9999999831232641,0.0006573661278409116,True
31,2,2,SELF,v_b,4,16.10235697165427,16.10235672251434,16.10235672251434,0.9999999845277353,0.0001759105644621258,0.9999999845277353,0.000640447031798936,True
31,2,2,SELF,v_b,5,14.83542324585601,14.835423077766226,14.835423077766226,0.9999999886697009,0.00015053436889282446,0.9999999886697009,0.0006555389401074769,True
31,2,2,SELF,v_b,6,15.343873552914301,15.343873319596717,15.343873319596717,0.9999999847940885,0.00017438985206707583,0.9999999847940885,0.0006420043065570542,True
31,2,2,SELF,v_b,7,15.028466396492117,15.02846610975572,15.02846610975572,0.9999999809204486,0.00019534354332239803,0.9999999809204486,0.0006825518454653521,True
31,2,2,SELF,v_b,8,15.566114023615222,15.56611374496043,15.56611374496043,0.9999999820986284,0.00018921612148390407,0.9999999820986284,0.0006535461142908628,True
31,2,2,SELF,v_b,9,15.207373412151115,15.20737316808101,15.20737316808101,0.9999999839505417,0.00017916169968044,0.9999999839505417,0.000646320264765582,True
31,2,2,SELF,v_b,10,15.468561535893402,15.468561277133402,15.468561277133402,0.999999983271877,0.00018291048018138524,0.999999983271877,0.0006661149645517188,True
31,2,2,SELF,v_b,11,14.318072442245313,14.318072218440296,14.318072218440296,0.999999984369054,0.0001768103222671496,0.999999984369054,0.000687575538215646,True
31,2,2,SELF,v_b,12,15.388547376271129,15.388547093868302,15.388547093868302,0.9999999816485066,0.00019158022946734495,0.9999999816485066,0.000643953865608966,True
31,2,2,SELF,v_b,13,15.512600589451766,15.512600453966963,15.512600453966963,0.999999991266145,0.00013216545520585693,0.999999991266145,0.0006694604681889279,True
31,2,2,SELF,v_b,14,15.537645293219583,15.537645009038286,15.537645009038286,0.9999999817101438,0.00019125822673497097,0.9999999817101438,0.0006590887238181394,True
31,2,2,SELF,v_b,15,14.779484336649451,14.77948403197402,14.77948403197402,0.9999999793852462,0.000203050497683098,0.9999999793852462,0.0006397447053652746,True
31,2,2,SELF,v_b,16,15.102448969534533,15.102448683575474,15.102448683575474,0.9999999810653849,0.00019460017371752746,0.9999999810653849,0.0006278159487536433,True
31,2,2,SELF,v_b,17,14.89648311517844,14.896482842485296,14.896482842485296,0.999999981694126,0.00019134195914266366,0.999999981694126,0.0006358062160644561,True
31,3,3,SELF,q_b,0,31.95539707182009,31.955393851677776,31.955393851677776,0.9999998992300954,0.0004489318436994195,0.9999998992300954,0.0015430750024227136,True
31,3,3,SELF,q_b,1,28.989732783758665,28.989729627310435,28.989729627310435,0.9999998911184089,0.00046665101728528714,0.9999998911184089,0.0015589240073985086,True
31,3,3,SELF,q_b,2,28.770259447491163,28.77025654908856,28.77025654908856,0.9999998992569876,0.00044887193715470756,0.9999998992569876,0.0015469479223906952,True
31,3,3,SELF,q_b,3,30.855488583633637,30.855485893340866,30.855485893340866,0.9999999128099119,0.0004175885182415151,0.9999999128099119,0.0015414527023894914,True
31,3,3,SELF,q_b,4,30.601090945440813,30.60108765323393,30.60108765323393,0.9999998924153753,0.00046386338507476544,0.9999998924153753,0.0015649758243345727,True
31,3,3,SELF,q_b,5,29.304702525956568,29.30469971257539,29.30469971257539,0.9999999039955728,0.00043818814051072046,0.9999999039955728,0.0015616727740990334,True
31,3,3,SELF,q_b,6,30.406891497149005,30.406888442448167,30.406888442448167,0.9999998995391937,0.0004482427955775158,0.9999998995391937,0.001559525063090747,True
31,3,3,SELF,q_b,7,31.360123088679394,31.360120143888892,31.360120143888892,0.9999999060976102,0.00043336447914150685,0.9999999060976102,0.0015578903766532211,True
31,3,3,SELF,q_b,8,32.50529407144988,32.50529098790546,32.50529098790546,0.9999999051371627,0.0004355750982953663,0.9999999051371627,0.0015591064988330736,True
31,3,3,SELF,q_b,9,32.564863501070086,32.56486015589537,32.56486015589537,0.9999998972765626,0.00045326246833002614,0.9999998972765626,0.0015562086567260697,True
31,3,3,SELF,q_b,10,32.425695756037975,32.4256926887084,32.4256926887084,0.999999905404356,0.000434961239864758,0.999999905404356,0.0015474013837592524,True
31,3,3,SELF,q_b,11,28.847700532060063,28.847697249638898,28.847697249638898,0.9999998862155005,0.0004770419136009534,0.9999998862155005,0.001543798210940263,True
31,3,3,SELF,q_b,12,33.10197004651131,33.101966809185065,33.101966809185065,0.9999999022014024,0.0004422637071261453,0.9999999022014024,0.001545783303711089,True
31,3,3,SELF,q_b,13,33.04190837256085,33.04190482996276,33.04190482996276,0.9999998927847009,0.0004630665044873027,0.9999998927847009,0.001549298359174329,True
31,3,3,SELF,q_b,14,32.924759094968984,32.92475603681121,32.92475603681121,0.999999907116776,0.00043100631107700373,0.999999907116776,0.0015427826281758912,True
31,3,3,SELF,q_b,15,29.261973345541776,29.261970390571264,29.261970390571264,0.9999998990167042,0.00044940692349589424,0.9999998990167042,0.0015674894061990996,True
31,3,3,SELF,q_b,16,31.139039030915896,31.139035907536783,31.139035907536783,0.9999998996957128,0.0004478934753932588,0.9999998996957128,0.0015478241302459477,True
31,3,3,SELF,q_b,17,30.802719499235014,30.802716166850256,30.802716166850256,0.999999891815242,0.0004651553561759578,0.999999891815242,0.0015463523173860655,True
31,3,3,SELF,v_b,0,15.209532933522075,15.209532764515705,15.209532764515705,0.9999999888881289,0.00014907628962921703,0.9999999888881289,0.0006593875262407573,True
31,3,3,SELF,v_b,1,14.443130394044665,14.443130100943174,14.443130100943174,0.9999999797065121,0.0002014620887515939,0.9999999797065121,0.0006437007753353465,True
31,3,3,SELF,v_b,2,14.341956103930299,14.34195583931693,14.34195583931693,0.9999999815497016,0.00019209527556020287,0.9999999815497016,0.0006727141080658715,True
31,3,3,SELF,v_b,3,14.84338653797698,14.843386315194433,14.843386315194433,0.9999999849911241,0.00017325631094950675,0.9999999849911241,0.0006605883270672759,True
31,3,3,SELF,v_b,4,15.253689444441505,15.253689291898791,15.253689291898791,0.9999999899996185,0.00014142404460279432,0.9999999899996185,0.0006405758892381446,True
31,3,3,SELF,v_b,5,14.546360953644058,14.54636074474172,14.54636074474172,0.9999999856388593,0.00016947648569177616,0.9999999856388593,0.0006374939464771222,True
31,3,3,SELF,v_b,6,15.007507916536941,15.007507767340693,15.007507767340693,0.9999999900585594,0.00014100666230546877,0.9999999900585594,0.0006429321922342368,True
31,3,3,SELF,v_b,7,14.885118552482172,14.885118308249517,14.885118308249517,0.9999999835921592,0.00018115098500428879,0.9999999835921592,0.000717669239400534,True
31,3,3,SELF,v_b,8,15.440790489779674,15.440790178295348,15.440790178295348,0.9999999798271775,0.00020086224781667918,0.9999999798271775,0.0006884239889537193,True
31,3,3,SELF,v_b,9,15.47464946172289,15.474649261369114,15.474649261369114,0.9999999870527745,0.00016091752237945402,0.9999999870527745,0.0006230464055736142,True
31,3,3,SELF,v_b,10,15.38252067027191,15.382520467229886,15.382520467229886,0.9999999868004712,0.00016247786247046908,0.9999999868004712,0.000629510422134305,True
31,3,3,SELF,v_b,11,13.919791845150174,13.91979153311954,13.91979153311954,0.999999977583671,0.00021173723204945543,0.999999977583671,0.0006871629653382122,True
31,3,3,SELF,v_b,12,15.38165918231596,15.381658958617889,15.381658958617889,0.9999999854568308,0.0001705471662843895,0.9999999854568308,0.0006807302042803359,True
31,3,3,SELF,v_b,13,15.497802252679373,15.497801990933567,15.497801990933567,0.9999999831107791,0.00018378911733970613,0.9999999831107791,0.000638783879843368,True
31,3,3,SELF,v_b,14,15.312165965867411,15.31216575900073,15.31216575900073,0.9999999864900444,0.00016437733773991966,0.9999999864900444,0.0006572170073702005,True
31,3,3,SELF,v_b,15,14.494420824638409,14.49442061424546,14.49442061424546,0.9999999854845563,0.00017038452301183378,0.9999999854845563,0.0006436594761551958,True
31,3,3,SELF,v_b,16,14.925398652892454,14.92539836679563,14.92539836679563,0.9999999808315455,0.00019579812702659008,0.9999999808315455,0.0007134154948471926,True
31,3,3,SELF,v_b,17,14.649520015393183,14.649519819591793,14.649519819591793,0.9999999866342796,0.00016349751809873416,0.9999999866342796,0.0006724138586270395,True
26,0,0,SELF,q_b,0,35.67638355488494,35.67637979619287,35.67637979619287,0.9999998946448126,0.0004590319875283239,0.9999998946448126,0.0015742838888448626,True
26,0,0,SELF,q_b,1,30.702901388226852,30.702897222197326,30.702897222197326,0.9999998643115361,0.0005209384903291775,0.9999998643115361,0.0015640501198597502,True
26,0,0,SELF,q_b,2,28.8903149029048,28.89031066088534,28.89031066088534,0.9999998531681127,0.0005419075147241037,0.9999998531681127,0.0015780674868073757,True
26,0,0,SELF,q_b,3,33.29166066498389,33.29165690700767,33.29165690700767,0.9999998871195926,0.0004751429295211275,0.9999998871195926,0.0015779517006898548,True
26,0,0,SELF,q_b,4,30.093087635675577,30.093083618770343,30.093083618770343,0.9999998665173451,0.0005166868431449746,0.9999998665173451,0.0015748239068502387,True
26,0,0,SELF,q_b,5,31.186987468058476,31.18698320492384,31.18698320492384,0.9999998633040579,0.000522868881603677,0.9999998633040579,0.0015820057010497233,True
26,0,0,SELF,q_b,6,36.99099077229472,36.99098673866632,36.99098673866632,0.9999998909564649,0.00046699792269441027,0.9999998909564649,0.0015810186012621373,True
26,0,0,SELF,q_b,7,33.83119928539564,33.83119554556295,33.83119554556295,0.9999998894561005,0.0004701997325959856,0.9999998894561005,0.0015944363884004054,True
26,0,0,SELF,q_b,8,37.731996687162926,37.73199247934649,37.73199247934649,0.9999998884814797,0.0004722679634802589,0.9999998884814797,0.0015873631136473978,True
26,0,0,SELF,q_b,9,37.390030773011034,37.39002681407953,37.39002681407953,0.999999894117993,0.0004601782310082514,0.999999894117993,0.001588850811733234,True
26,0,0,SELF,q_b,10,37.174627882858466,37.174624317804955,37.174624317804955,0.9999999040998199,0.00043795017101580226,0.9999999040998199,0.0015626783219334,True
26,0,0,SELF,q_b,11,31.03904727460606,31.039042790081062,31.039042790081062,0.999999855519889,0.0005375501864736752,0.999999855519889,0.0015666577059737757,True
26,0,0,SELF,q_b,12,38.50935120341668,38.50934746322731,38.50934746322731,0.9999999028758145,0.00044073616015794745,0.9999999028758145,0.0015723907388378922,True
26,0,0,SELF,q_b,13,37.98039706074803,37.98039331884372,37.98039331884372,0.9999999014780095,0.00044389635365181,0.9999999014780095,0.0015859521980925266,True
26,0,0,SELF,q_b,14,37.765435088295305,37.765430999990826,37.765430999990826,0.9999998917448066,0.00046530675557906906,0.9999998917448066,0.0015732678784363648,True
26,0,0,SELF,q_b,15,31.272863474407128,31.272859710466864,31.272859710466864,0.9999998796419692,0.0004906282179708552,0.9999998796419692,0.0015714771560315765,True
26,0,0,SELF,q_b,16,36.33719984366809,36.33719604909613,36.33719604909613,0.9999998955733524,0.00045700468901810955,0.9999998955733524,0.0015756414661371088,True
26,0,0,SELF,q_b,17,34.00794760024627,34.0079436618115,34.0079436618115,0.9999998841907541,0.0004812675764867169,0.9999998841907541,0.001575400857636845,True
26,0,0,SELF,v_b,0,19.447435864873366,19.44743559573776,19.44743559573776,0.9999999861608693,0.00016636784351061485,0.9999999861608693,0.0006682751095077471,True
26,0,0,SELF,v_b,1,16.84344252854799,16.843442278869173,16.843442278869173,0.9999999851764972,0.00017218305235645081,0.9999999851764972,0.000667775199490543,True
26,0,0,SELF,v_b,2,14.867379966397394,14.867379751612253,14.867379751612253,0.9999999855532622,0.0001699808029979759,0.9999999855532622,0.0006128744833135678,True
26,0,0,SELF,v_b,3,18.602410434681087,18.602410106131124,18.602410106131124,0.9999999823383123,0.0001879451332382153,0.9999999823383123,0.0006556973185670137,True
26,0,0,SELF,v_b,4,15.360451211969064,15.360450962894774,15.360450962894774,0.9999999837847022,0.00018008496215222088,0.9999999837847022,0.0006508116827255386,True
26,0,0,SELF,v_b,5,17.09331587666549,17.093315673270062,17.093315673270062,0.9999999881008794,0.00015426677656763446,0.9999999881008794,0.0006367157124693707,True
26,0,0,SELF,v_b,6,20.187769714164332,20.187769498045075,20.187769498045075,0.9999999892945451,0.00014632466676565964,0.9999999892945451,0.0006252688721740989,True
26,0,0,SELF,v_b,7,18.480888897097913,18.48088862087899,18.48088862087899,0.9999999850538075,0.00017289413945984213,0.9999999850538075,0.0006384247007715111,True
26,0,0,SELF,v_b,8,20.551425033304916,20.551424845284654,20.551424845284654,0.9999999908512299,0.00013526839302276992,0.9999999908512299,0.0006339008938153231,True
26,0,0,SELF,v_b,9,20.38909159442435,20.389091281779383,20.389091281779383,0.9999999846660669,0.00017512242441130132,0.9999999846660669,0.000657206472755103,True
26,0,0,SELF,v_b,10,19.967194384862392,19.967194076699997,19.967194076699997,0.999999984566565,0.00017568969216056533,0.999999984566565,0.0006635102485413533,True
