asset,global_task_id,suite,suite_task_id,teacher_demo,query_demo,query_fraction,query_position,noise_seed,full_mse,first5_mse,first5_time_mse,first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,tau1_first5_dimension_mse,inference_first5_mse,inference_first5_actions,target_first5_actions,inference_first5_time_mse,inference_first5_dimension_mse,action_delta_mse_vs_source,action_delta_time_mse_vs_source,action_delta_dimension_mse_vs_source
O1200,36,libero_10,6,46,47,0.25,66,2026092102,0.07898130267858505,0.017799166962504387,"[0.023188073188066483,0.020222220569849014,0.018461911007761955,0.014367964118719101,0.012755664065480232]","[0.008574547246098518,0.005623151082545519,0.008383079431951046,0.013896346092224121,0.004304638598114252,0.0055234720930457115,0.07828892767429352]",0.028805222362279892,"[0.040743470191955566,0.027119847014546394,0.029840001836419106,0.024719763547182083,0.021603021770715714]","[0.010213459841907024,0.005475978832691908,0.008455974981188774,0.013383164070546627,0.0052832686342298985,0.003942437004297972,0.1548822522163391]",0.012750805355608463,"[[[-0.2669985890388489,-0.06408006697893143,-0.469058632850647,-0.1659948229789734,-0.08048303425312042,0.05165516585111618,-1.011155128479004],[-0.27120962738990784,-0.04821400344371796,-0.4736160635948181,-0.17476606369018555,-0.09060975164175034,0.0633283331990242,-1.0028347969055176],[-0.26905977725982666,-0.06179317086935043,-0.46849027276039124,-0.14679871499538422,-0.0879632979631424,0.0666847676038742,-1.009652018547058],[-0.23989777266979218,-0.07879438996315002,-0.4607342481613159,-0.1104314848780632,-0.07560186088085175,0.05892752856016159,-1.0054863691329956],[-0.21873682737350464,-0.09434165060520172,-0.45038509368896484,-0.07529449462890625,-0.05691847577691078,0.049323707818984985,-1.0116740465164185]]]","[[[-0.4857146143913269,-0.19937735795974731,-0.24709343910217285,-0.20538973808288574,-0.06991147994995117,-0.05486893653869629,-1.0],[-0.4785717725753784,-0.1869162917137146,-0.33139568567276,-0.17171990871429443,-0.06991147994995117,-0.04424941539764404,-1.0],[-0.4785717725753784,-0.12772637605667114,-0.40116310119628906,-0.17845386266708374,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.47142893075942993,-0.09968894720077515,-0.4302328824996948,-0.18518781661987305,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.4500003457069397,-0.046729445457458496,-0.46511656045913696,-0.2255917191505432,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.01836373656988144,0.013497533276677132,0.009390006773173809,0.010078877210617065,0.012423873879015446]","[0.04836410656571388,0.008918874897062778,0.015035095624625683,0.006148210726678371,0.0002134485839633271,0.010497494600713253,7.840360922273248e-05]",0.001487838605150043,"[0.0011824047840196053,0.0013651716081555481,0.001416014507218774,0.0016292770738026807,0.0018463250525536062]","[0.00047774055765206216,0.001685345976688929,0.000855232683115581,0.001783364992325931,9.427463494149635e-05,0.005417087458090978,0.00010182393323532324]"
O1200,36,libero_10,6,46,47,0.75,199,2026092101,0.04777171462774277,0.00691223843023181,"[0.010147811844944954,0.006994554307311773,0.005833995528519154,0.005477501079440117,0.006107330787926912]","[0.010143817402422428,0.008729889988899231,0.0015835383674129844,0.019985511898994446,0.0071401395834982395,0.0002673510171007365,0.0005354203167371452]",0.006995035335421562,"[0.008641421794891357,0.007318966556340456,0.006719160825014114,0.006657022517174482,0.005638603586703539]","[0.010329107753932476,0.010176235809922218,0.0004876346793025732,0.018916254863142967,0.008707153610885143,0.00012180662452010438,0.00022704990988131613]",0.005742126610130072,"[[[-0.5476927757263184,0.06780104339122772,-0.5713340044021606,-0.049758248031139374,-0.0939045324921608,-0.18838068842887878,-1.009573221206665],[-0.5504869818687439,0.07913731038570404,-0.5426509976387024,-0.05110933631658554,-0.0839751586318016,-0.18437699973583221,-0.996811032295227],[-0.5515622496604919,0.07204695045948029,-0.5204848647117615,-0.04108673706650734,-0.07056999206542969,-0.17527343332767487,-0.9978175163269043],[-0.5122811794281006,0.06228233873844147,-0.49343904852867126,-0.021516956388950348,-0.06855064630508423,-0.18394897878170013,-1.0020511150360107],[-0.5234304666519165,0.06124666705727577,-0.4853495955467224,-0.034091271460056305,-0.06252637505531311,-0.17651306092739105,-1.000881552696228]]]","[[[-0.6535716652870178,0.1557626724243164,-0.5872094631195068,-0.023572206497192383,-0.06991147994995117,-0.04424941539764404,-1.0],[-0.6178573369979858,0.1433016061782837,-0.5872094631195068,-0.023572206497192383,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.6035716533660889,0.1433016061782837,-0.5901165008544922,-0.023572206497192383,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5928574204444885,0.17445409297943115,-0.5784885883331299,-0.07071006298065186,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5964288711547852,0.18068468570709229,-0.5697677135467529,-0.07744407653808594,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.005903780926018953,0.004606835078448057,0.004435735289007425,0.007035999558866024,0.006728284526616335]","[0.006055076140910387,0.008755895309150219,0.00428917957469821,0.0012100378517061472,0.00016605579003226012,0.019696330651640892,2.2312704459181987e-05]",0.006361356171030116,"[0.006746353796657556,0.0069303019862872245,0.006489088572863893,0.006100731986805267,0.005540304512536638]","[0.0014384707324417434,0.0003391470571962235,0.0314161042547136,0.010008492852379708,0.0004974114323399892,0.0006901885404663411,0.00013967832767320943]"
O1200,36,libero_10,6,46,47,0.75,199,2026092102,0.07820737361907959,0.007834956049919128,"[0.01006990484893322,0.008317309431731701,0.007012852001935244,0.0067808055318892,0.006993906106799841]","[0.009311022236943245,0.011417035944759846,0.00025025985087268054,0.025137394666671753,0.007911407388746738,0.0005756032769568264,0.0002419646189082414]",0.006590878125280142,"[0.007832198403775692,0.007059963885694742,0.005701950751245022,0.005994643550366163,0.0063656349666416645]","[0.006495085544884205,0.01231039222329855,0.0002861842804122716,0.01936682127416134,0.007258083671331406,0.0002012822515098378,0.00021829994511790574]",0.007203228306025267,"[[[-0.5335661768913269,0.03225361555814743,-0.7270459532737732,-0.0020432472229003906,-0.09655091166496277,0.05648209899663925,-0.996059238910675],[-0.5484756231307983,0.0377185121178627,-0.7145267724990845,-0.026108980178833008,-0.09733802825212479,0.0643676146864891,-0.99052494764328],[-0.5545235872268677,0.027332628145813942,-0.6941545009613037,-0.01206513773649931,-0.09521324932575226,0.06477467715740204,-1.0047372579574585],[-0.5270211100578308,0.020881876349449158,-0.6721187233924866,0.0005487017333507538,-0.08216533809900284,0.054255660623311996,-0.9999715685844421],[-0.504242479801178,0.01848352700471878,-0.6546540260314941,0.017122071236371994,-0.06453993171453476,0.042713508009910583,-1.0054748058319092]]]","[[[-0.6535716652870178,0.1557626724243164,-0.5872094631195068,-0.023572206497192383,-0.06991147994995117,-0.04424941539764404,-1.0],[-0.6178573369979858,0.1433016061782837,-0.5872094631195068,-0.023572206497192383,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.6035716533660889,0.1433016061782837,-0.5901165008544922,-0.023572206497192383,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5928574204444885,0.17445409297943115,-0.5784885883331299,-0.07071006298065186,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.5964288711547852,0.18068468570709229,-0.5697677135467529,-0.07744407653808594,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.008649367839097977,0.006294423248618841,0.005514341872185469,0.007275975309312344,0.00828203372657299]","[0.006890720222145319,0.017948945984244347,0.0125120272859931,0.002924582688137889,0.00045621301978826523,0.009658564813435078,3.15444303851109e-05]",0.005485415623644467,"[0.006150981966133064,0.0053882955619134155,0.005327554697618265,0.005181597736787703,0.005378648155769885]","[0.0036885085210757395,0.0004198088841428839,0.024799498006048283,0.005023817216328917,0.0009512898389967495,0.003274051131707268,0.0002409357672114254]"
O1200,36,libero_10,6,48,49,0.25,52,2026092101,0.07409923523664474,0.07445418834686279,"[0.0606720969080925,0.07300641387701035,0.07810795307159424,0.08354036509990692,0.07694413512945175]","[0.0012609686236828566,0.2734749913215637,0.1756914108991623,0.028527680784463882,0.03640817105770111,0.004580243956297636,0.001235886593349278]",0.0400264747440815,"[0.037514008581638336,0.04031417518854141,0.039403438568115234,0.04147219657897949,0.0414285734295845]","[0.0014705559005960822,0.11001711338758469,0.10337416082620621,0.03134800121188164,0.030315741896629333,0.003603510558605194,5.625618723570369e-05]",0.03884512931108475,"[[[0.5062790513038635,0.3307703137397766,0.550342321395874,-0.3042508065700531,0.05484694987535477,-0.09643163532018661,0.9994323253631592],[0.5798221230506897,0.3877898156642914,0.5452030301094055,-0.29838770627975464,0.037795159965753555,-0.09652642905712128,1.0079127550125122],[0.6416417360305786,0.422086238861084,0.5428656339645386,-0.28451305627822876,0.03245406597852707,-0.09664348512887955,1.011128306388855],[0.7177807688713074,0.43966740369796753,0.5275453329086304,-0.2735561728477478,0.023103032261133194,-0.10877023637294769,1.0110396146774292],[0.7646638751029968,0.4662383496761322,0.502238929271698,-0.27764376997947693,0.023433087393641472,-0.10413599014282227,1.0068846940994263]]]","[[[0.489284873008728,0.02180635929107666,0.7790688276290894,-0.2659956216812134,0.28875017166137695,-0.005311429500579834,0.9999990463256836],[0.5142847299575806,0.02180635929107666,0.7906967401504517,-0.2659956216812134,0.28267109394073486,-0.005311429500579834,0.9999990463256836],[0.5749989748001099,0.02180635929107666,0.7877898216247559,-0.2659956216812134,0.2583550214767456,-0.012391090393066406,0.9999990463256836],[0.6499989032745361,0.04049789905548096,0.767440915107727,-0.2659956216812134,0.2765920162200928,-0.015930891036987305,0.9999990463256836],[0.6857131719589233,0.07788097858428955,0.7470920085906982,-0.2659956216812134,0.3009082078933716,-0.019470691680908203,0.9999990463256836]]]","[0.030362963676452637,0.03827178478240967,0.04046422243118286,0.04207649454474449,0.04305020719766617]","[0.00397056108340621,0.13995686173439026,0.058014750480651855,0.0006096886354498565,0.061391063034534454,0.007901778444647789,7.12229375494644e-05]",0.0065919232114196305,"[0.00673241871623889,0.006579249120291558,0.0064519459625697285,0.0062870478603086494,0.006908954397689329]","[0.015300436851592459,0.004333647867004941,0.00980918911568054,0.00023408528108337379,0.010849350612952493,0.005615149611821723,1.6031398018867548e-06]"
O1200,36,libero_10,6,48,49,0.25,52,2026092102,0.047301437705755234,0.04423915967345238,"[0.038154736161231995,0.047199949622154236,0.04317925125360489,0.045568231493234634,0.047093652188777924]","[0.0023926342837512493,0.11695623397827148,0.11969488114118576,0.03491504117846489,0.0337536595761776,0.0014002303360030055,0.0005614561960101128]",0.0395653061568737,"[0.03514115884900093,0.04130377620458603,0.03896611928939819,0.04090899974107742,0.04150649905204773]","[0.001205345499329269,0.10808825492858887,0.10475070774555206,0.0317009873688221,0.028907805681228638,0.0021847188472747803,0.00011933362111449242]",0.03408973291516304,"[[[0.5353569984436035,0.17631728947162628,0.39682382345199585,-0.27427101135253906,0.12828069925308228,-0.020374640822410583,1.0058590173721313],[0.6026864051818848,0.2121303677558899,0.3777983784675598,-0.2742336392402649,0.10785303264856339,-0.014070004224777222,1.0057874917984009],[0.6845849752426147,0.23353619873523712,0.38212037086486816,-0.2607283294200897,0.0987749770283699,-0.01242801547050476,1.0000624656677246],[0.7609819769859314,0.2558859884738922,0.3659875988960266,-0.25126075744628906,0.09928508847951889,-0.006097458302974701,1.0010751485824585],[0.8419883251190186,0.27409571409225464,0.3589698076248169,-0.23886823654174805,0.1093582957983017,-0.006232887506484985,1.0004758834838867]]]","[[[0.489284873008728,0.02180635929107666,0.7790688276290894,-0.2659956216812134,0.28875017166137695,-0.005311429500579834,0.9999990463256836],[0.5142847299575806,0.02180635929107666,0.7906967401504517,-0.2659956216812134,0.28267109394073486,-0.005311429500579834,0.9999990463256836],[0.5749989748001099,0.02180635929107666,0.7877898216247559,-0.2659956216812134,0.2583550214767456,-0.012391090393066406,0.9999990463256836],[0.6499989032745361,0.04049789905548096,0.767440915107727,-0.2659956216812134,0.2765920162200928,-0.015930891036987305,0.9999990463256836],[0.6857131719589233,0.07788097858428955,0.7470920085906982,-0.2659956216812134,0.3009082078933716,-0.019470691680908203,0.9999990463256836]]]","[0.028312528505921364,0.03503751382231712,0.03527141362428665,0.03594668209552765,0.03588053211569786]","[0.011737151071429253,0.03796372562646866,0.15859352052211761,0.0002234205458080396,0.02998134307563305,0.00011511003685882315,1.3846952242602129e-05]",0.007675648572866347,"[0.00708357709340955,0.0073891148190046736,0.007959881803495479,0.007998501075974615,0.007947168072447417]","[0.010752567479930874,0.0004188180903010874,0.012209239591511434,0.0011248091152550543,0.027980678148995075,0.0012169882016356715,2.6439382435228253e-05]"
O1200,36,libero_10,6,48,49,0.75,154,2026092101,0.059632740914821625,0.017582295462489128,"[0.05518238618969917,0.018772808834910393,0.006815882865339518,0.004230700433254242,0.0029097034130245447]","[0.004185347817838192,0.001911332830786705,0.007712243590503931,0.009277330711483955,0.005075105465948582,0.0023531054612249136,0.09256161004304886]",0.08828199654817581,"[0.08925752341747284,0.08481721580028534,0.0879097506403923,0.08658932894468307,0.09283621609210968]","[0.0004333430842962116,0.00026476982748135924,0.005054836627095938,0.00040350217022933066,0.002065724227577448,0.0012516871793195605,0.6085001826286316]",0.1243983805179596,"[[[-0.15296955406665802,-0.002717539668083191,-0.27795839309692383,-0.09627394378185272,-0.08676871657371521,-0.19884470105171204,-1.0254606008529663],[-0.13544146716594696,0.017310678958892822,-0.2333100438117981,-0.12472895532846451,-0.0823584496974945,-0.2134200781583786,1.0023252964019775],[-0.12285912781953812,0.014807097613811493,-0.1793321818113327,-0.12415437400341034,-0.07646022737026215,-0.21580660343170166,1.0134671926498413],[-0.08989095687866211,0.008205655962228775,-0.12890151143074036,-0.1262107789516449,-0.0805785283446312,-0.23448717594146729,1.0104141235351562],[-0.09194484353065491,0.009889725595712662,-0.10157740116119385,-0.13526758551597595,-0.07775591313838959,-0.23378324508666992,1.0149962902069092]]]","[[[-0.1285719871520996,0.02180635929107666,-0.15988421440124512,-0.2659956216812134,-0.06991147994995117,-0.04424941539764404,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.15988421440124512,-0.2659956216812134,-0.06991147994995117,-0.05840873718261719,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.16279113292694092,-0.2659956216812134,-0.06991147994995117,-0.06902807950973511,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.1802329421043396,-0.2659956216812134,-0.06991147994995117,-0.09026700258255005,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.1918608546257019,-0.2659956216812134,-0.06991147994995117,-0.0938069224357605,0.9999990463256836]]]","[0.5958020687103271,0.007086268626153469,0.00603462615981698,0.006411090958863497,0.006657757330685854]","[0.000702567514963448,0.00019952154252678156,0.006078497972339392,0.02110205590724945,0.00013146012497600168,0.02197299711406231,0.8206014037132263]",0.003913168949189827,"[0.0063133040174290144,0.004242235320616699,0.003446144073861901,0.0027547308983832575,0.002809430435658265]","[0.0009919761847272945,7.978144208628246e-05,0.004594135835019708,0.011230441203620923,2.295750720793244e-06,0.006947094626936379,0.003546457601217412]"
O1200,36,libero_10,6,48,49,0.75,154,2026092102,0.18925118446350098,0.20555442571640015,"[0.18414317071437836,0.18453462421894073,0.21194033324718475,0.21809151768684387,0.2290625274181366]","[0.0013470073463395238,0.00018007597827818245,0.006867860443890095,0.0003034934343304485,0.0034196253400295973,0.0011951717315241694,1.425567865371704]",0.1058817207813263,"[0.09988702833652496,0.10009685903787613,0.1076681911945343,0.10751596838235855,0.11424053460359573]","[0.000819014327134937,0.0002186381461797282,0.007696919143199921,0.0005174099351279438,0.0026608393527567387,0.0012171984417364001,0.72804194688797]",0.5850238800048828,"[[[-0.0693039745092392,-0.033486925065517426,-0.20363035798072815,-0.17866310477256775,-0.08690666407346725,-0.041803523898124695,-1.0152848958969116],[-0.06088072434067726,-0.031380072236061096,-0.20518743991851807,-0.1809007227420807,-0.09142018854618073,-0.032760605216026306,-1.0106323957443237],[-0.034532591700553894,-0.049717437475919724,-0.19851818680763245,-0.16777536273002625,-0.08690938353538513,-0.03184148669242859,-1.0123270750045776],[0.05324401333928108,-0.07441768050193787,-0.1875225454568863,-0.14752011001110077,-0.07439959049224854,-0.04066985845565796,-1.0097779035568237],[0.16258275508880615,-0.10476338863372803,-0.17593002319335938,-0.11663442105054855,-0.047003015875816345,-0.05175362527370453,-1.0094410181045532]]]","[[[-0.1285719871520996,0.02180635929107666,-0.15988421440124512,-0.2659956216812134,-0.06991147994995117,-0.04424941539764404,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.15988421440124512,-0.2659956216812134,-0.06991147994995117,-0.05840873718261719,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.16279113292694092,-0.2659956216812134,-0.06991147994995117,-0.06902807950973511,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.1802329421043396,-0.2659956216812134,-0.06991147994995117,-0.09026700258255005,0.9999990463256836],[-0.1285719871520996,0.02180635929107666,-0.1918608546257019,-0.2659956216812134,-0.06991147994995117,-0.0938069224357605,0.9999990463256836]]]","[0.5825393199920654,0.5800663828849792,0.5822874307632446,0.5854413509368896,0.5947850942611694]","[0.02695326879620552,0.007256153505295515,0.001109891920350492,0.012172109447419643,0.00031706609297543764,0.001255001756362617,4.0461039543151855]",0.002970945341228144,"[0.0011984598698605734,0.001668956952551848,0.00257114594512916,0.004012537884086956,0.005403626054512183]","[0.007864601523599815,0.0038865285892483482,0.002000239544766691,0.006151310378065278,0.0006102231582713946,8.654087636131013e-05,0.00019717331828417173]"
O1200,37,libero_10,7,46,47,0.25,62,2026092101,0.07599873840808868,0.11458831280469894,"[0.08690577000379562,0.11177445203065872,0.12831051647663116,0.11977268010377884,0.12617817521095276]","[0.19895052909851074,0.004206208512187004,0.37498992681503296,0.006281170528382063,0.214960977435112,0.0022942889481782913,0.0004350955132395029]",0.058487940579652786,"[0.050866324454545975,0.05710931867361069,0.0635734274983406,0.057237811386585236,0.06365282833576202]","[0.10748130083084106,0.0004437417665030807,0.20203851163387299,0.004724029917269945,0.0930396243929863,0.0007575970375910401,0.0009307868895120919]",0.061174456030130386,"[[[-0.12155886739492416,0.8473079204559326,0.699431836605072,-0.11798863112926483,-0.2041296809911728,-0.20674820244312286,0.9903652667999268],[-0.12230798602104187,0.8842597007751465,0.6616102457046509,-0.10462287813425064,-0.2081555426120758,-0.19920340180397034,1.0071537494659424],[-0.12582434713840485,0.8982272148132324,0.6230485439300537,-0.08160142600536346,-0.19827383756637573,-0.18439580500125885,1.0106186866760254],[-0.09524399042129517,0.9075939655303955,0.5924440026283264,-0.05293634533882141,-0.18786698579788208,-0.19282269477844238,1.0045959949493408],[-0.1107298955321312,0.9250306487083435,0.5229045152664185,-0.051898300647735596,-0.16499590873718262,-0.173190638422966,1.0031665563583374]]]","[[[0.21785640716552734,0.8380053043365479,0.999998927116394,-0.19192183017730713,0.18540692329406738,-0.040709614753723145,0.9999990463256836],[0.21071362495422363,0.8535815477371216,0.999998927116394,-0.15825188159942627,0.20972299575805664,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.878503680229187,0.999998927116394,-0.13131588697433472,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.9190021753311157,0.9505802392959595,-0.2390596866607666,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.16785645484924316,0.9314632415771484,0.9156967401504517,-0.2659956216812134,0.22188103199005127,-0.040709614753723145,0.9999990463256836]]]","[0.055785197764635086,0.061288781464099884,0.06307637691497803,0.0621490515768528,0.06357287615537643]","[0.09679343551397324,0.00031764619052410126,0.12589727342128754,0.018258655443787575,0.16409170627593994,0.02280488610267639,5.758826227975078e-05]",0.0041871601193170585,"[0.003797566846477537,0.0038867215081971112,0.004033377312687111,0.004202474171852552,0.005015660757370984]","[6.9623473217717e-05,0.004595858487915905,0.00238287128792507,0.020031749002560197,0.0019190658984451047,0.0002645740411773456,4.637864397807334e-05]"
O1200,37,libero_10,7,46,47,0.25,62,2026092102,0.11553527414798737,0.06862697750329971,"[0.054155003279447556,0.05987536162137985,0.07682262361049652,0.07377369701862335,0.07850821316242218]","[0.12489726394414902,0.0003711051249410957,0.24114039540290833,0.005517617799341679,0.10812962055206299,0.00016096523904707283,0.0001718607818474993]",0.05896872282028198,"[0.04722171276807785,0.052680034190416336,0.06501830369234085,0.06264707446098328,0.0672764778137207]","[0.10913194715976715,0.0006805170560255647,0.2067849487066269,0.005608036648482084,0.08940218389034271,0.00028222412220202386,0.0008911634795367718]",0.06913992017507553,"[[[-0.07367252558469772,0.8626567721366882,0.520403265953064,-0.1051979511976242,-0.07977180927991867,-0.012731082737445831,0.9933921694755554],[-0.06908398866653442,0.8761628270149231,0.45811212062835693,-0.1093408614397049,-0.08878513425588608,-0.0036357492208480835,1.003078818321228],[-0.0710209459066391,0.8947317600250244,0.4245692491531372,-0.08140335977077484,-0.09812357276678085,0.0014361739158630371,0.9957498908042908],[-0.03812028467655182,0.8947304487228394,0.37913981080055237,-0.04405667260289192,-0.0953441932797432,-0.0010514063760638237,0.9986249208450317],[-0.004327037371695042,0.9029653668403625,0.33361169695854187,-0.002032708376646042,-0.08600100874900818,-0.0003836005926132202,0.9962499737739563]]]","[[[0.21785640716552734,0.8380053043365479,0.999998927116394,-0.19192183017730713,0.18540692329406738,-0.040709614753723145,0.9999990463256836],[0.21071362495422363,0.8535815477371216,0.999998927116394,-0.15825188159942627,0.20972299575805664,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.878503680229187,0.999998927116394,-0.13131588697433472,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.9190021753311157,0.9505802392959595,-0.2390596866607666,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.16785645484924316,0.9314632415771484,0.9156967401504517,-0.2659956216812134,0.22188103199005127,-0.040709614753723145,0.9999990463256836]]]","[0.05632515251636505,0.06647446751594543,0.0722614973783493,0.07415416836738586,0.07648433744907379]","[0.06247907504439354,0.0005564410239458084,0.3040279448032379,0.024021437391638756,0.09145060181617737,0.001426499686203897,1.742698259477038e-05]",0.005362402623579015,"[0.005354318473185404,0.005071727120558591,0.00531535913241425,0.005272421332622012,0.0057981870591148205]","[0.0001560681235341978,0.01265147799267723,0.003945423650362834,0.020156698197089602,0.00034815529714805616,0.00021709609017106935,6.189901407012144e-05]"
O1200,37,libero_10,7,46,47,0.75,186,2026092101,0.1896401345729828,0.13403691351413727,"[0.14313238859176636,0.161399707198143,0.13160951435565948,0.11419590562582016,0.11984710395336151]","[0.06668256968259811,0.1707587093114853,0.02038925513625145,0.5543757677078247,0.09158162027597427,0.03428681567311287,0.00018371036276221275]",0.0675373524427414,"[0.06626322120428085,0.0774962306022644,0.06435152143239975,0.05936009809374809,0.07021570950746536]","[0.025113606825470924,0.12385465204715729,0.01344145368784666,0.23109690845012665,0.05880875512957573,0.018877064809203148,0.0015690248692408204]",0.06530219316482544,"[[[0.08262474834918976,0.03522392362356186,0.6475863456726074,-0.2325492650270462,0.10616131126880646,-0.26007241010665894,0.9959002733230591],[0.18225117027759552,0.07333064824342728,0.7833256125450134,-0.23358778655529022,0.10934765636920929,-0.2676960229873657,1.0070980787277222],[0.28880202770233154,0.10574395954608917,0.903198778629303,-0.22858260571956635,0.13471849262714386,-0.26584118604660034,1.007856845855713],[0.44454607367515564,0.13588649034500122,1.0088250637054443,-0.21539273858070374,0.1574661135673523,-0.2769092321395874,1.0035723447799683],[0.5095270276069641,0.17463912069797516,1.0496675968170166,-0.22367846965789795,0.20509234070777893,-0.2608351707458496,0.9992846250534058]]]","[[[0.2464277744293213,0.20560681819915771,0.6337201595306396,-0.8855222463607788,-0.06991147994995117,-0.20000135898590088,0.9999990463256836],[0.34642767906188965,0.34890902042388916,0.9360456466674805,-0.8383843898773193,-0.06991147994995117,-0.3238949775695801,0.9999990463256836],[0.46071338653564453,0.3676004409790039,0.999998927116394,-0.7979804277420044,0.12461686134338379,-0.3557533621788025,0.9999990463256836],[0.47857046127319336,0.42056000232696533,0.999998927116394,-0.7710444927215576,0.1185377836227417,-0.3238949775695801,0.9999990463256836],[0.5321418046951294,0.5264788866043091,0.999998927116394,-0.7239066362380981,0.03343164920806885,-0.26017826795578003,0.9999990463256836]]]","[0.07386495918035507,0.07533460855484009,0.06285063922405243,0.056394193321466446,0.05806659907102585]","[0.017001591622829437,0.07567457109689713,0.007086165249347687,0.3350687026977539,0.018844064325094223,0.003411829238757491,2.844401569745969e-05]",0.005787072796036978,"[0.008970375009649473,0.0064193814390324155,0.004752414556107381,0.004007704512508552,0.004785488462887074]","[0.006190643062452164,0.001466757870076152,0.023535050061259177,0.0014189548821851527,0.0074975244932671496,0.00038364883146955184,1.6930371549506164e-05]"
O1200,37,libero_10,7,46,47,0.75,186,2026092102,0.11215563118457794,0.07890017330646515,"[0.08039400726556778,0.09424249082803726,0.07722590118646622,0.06641344726085663,0.07622504234313965]","[0.04099544137716293,0.143829345703125,0.023601112887263298,0.2600652575492859,0.05921098217368126,0.023936182260513306,0.0006629414856433868]",0.06794600188732147,"[0.06682600826025009,0.08238929510116577,0.06603413820266724,0.0576748251914978,0.06680572032928467]","[0.025765344500541687,0.1263272911310196,0.015929602086544037,0.22802411019802094,0.05764128640294075,0.020589744672179222,0.0013446103548631072]",0.10423172265291214,"[[[0.0495508536696434,-0.01980769634246826,0.3869704604148865,-0.2347623109817505,0.12387924641370773,-0.05993272364139557,1.0022425651550293],[0.11101505160331726,-0.013038352131843567,0.48690205812454224,-0.2512839138507843,0.12111283838748932,-0.05274896323680878,1.0075739622116089],[0.1991439312696457,-0.017654402181506157,0.6079255938529968,-0.24050424993038177,0.14051905274391174,-0.05029460787773132,1.0009585618972778],[0.3518548905849457,-0.015888474881649017,0.7292835712432861,-0.21291925013065338,0.19178488850593567,-0.05707656592130661,1.0041735172271729],[0.5264604687690735,-0.016964416950941086,0.8319844603538513,-0.16792809963226318,0.2771990895271301,-0.062354087829589844,0.9977389574050903]]]","[[[0.2464277744293213,0.20560681819915771,0.6337201595306396,-0.8855222463607788,-0.06991147994995117,-0.20000135898590088,0.9999990463256836],[0.34642767906188965,0.34890902042388916,0.9360456466674805,-0.8383843898773193,-0.06991147994995117,-0.3238949775695801,0.9999990463256836],[0.46071338653564453,0.3676004409790039,0.999998927116394,-0.7979804277420044,0.12461686134338379,-0.3557533621788025,0.9999990463256836],[0.47857046127319336,0.42056000232696533,0.999998927116394,-0.7710444927215576,0.1185377836227417,-0.3238949775695801,0.9999990463256836],[0.5321418046951294,0.5264788866043091,0.999998927116394,-0.7239066362380981,0.03343164920806885,-0.26017826795578003,0.9999990463256836]]]","[0.09016075730323792,0.12041569501161575,0.11069998145103455,0.0954156294465065,0.10446657985448837]","[0.03573746234178543,0.16321136057376862,0.10357051342725754,0.3399142324924469,0.027817143127322197,0.059354182332754135,1.7173520973301493e-05]",0.015266495110141508,"[0.015053135044129515,0.01588419233063682,0.0163493517948896,0.015018973398917985,0.014026822982133633]","[0.021764587431984474,0.0014411923141815137,0.06822405729109282,0.0037264581349591985,0.011574846534542119,0.00010624624000195037,2.807782422848959e-05]"
