a_grad_norm,asset,auxiliary_grad_norm,auxiliary_gradient_definition,auxiliary_loss,batch_index,component,cosine,dot,global_task_id,group,joint_grad_norm,linearity_max_abs,main_grad_norm,main_loss,occurrence,other_batch_index,parameter_count,parameter_groups,q_a_cosine,q_a_dot,q_grad_norm,record,teacher_demo,window
,C600,0.135661502315205,native_joint_vjp_minus_main_vjp,0.07755146920681,5,,,,35,,0.18154027613382837,2.3283064365386963e-10,0.10634793395787888,0.06369284717809587,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,39,B36_component
,C600,0.18299639989718908,native_joint_vjp_minus_main_vjp,0.10875449329614639,5,,,,4,,0.33202050556723345,2.3283064365386963e-10,0.21873167780281147,0.10686591338543663,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,45,B36_component
,C600,0.03189923625998255,native_joint_vjp_minus_main_vjp,0.01800755225121975,5,,,,95,,0.08349298800093238,2.3283064365386963e-10,0.07526517623904634,0.08560368347735631,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,8,B36_component
,C600,0.2663110877808642,native_joint_vjp_minus_main_vjp,0.11480215191841125,6,,,,29,,0.41325604336151084,2.3283064365386963e-10,0.28422488230769577,0.1636072177262533,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,11,B36_component
,C600,0.014927592261009736,native_joint_vjp_minus_main_vjp,0.00814339704811573,6,,,,51,,0.08148882844321227,2.3283064365386963e-10,0.07989728439829169,0.08068050621520904,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,12,B36_component
,C600,0.15194681415759104,native_joint_vjp_minus_main_vjp,0.026527632027864456,6,,,,15,,0.3019539709677599,2.3283064365386963e-10,0.24212391892314775,0.08954017112652461,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,33,B36_component
,C600,0.14482120186198108,native_joint_vjp_minus_main_vjp,0.051300253719091415,6,,,,25,,0.3166136706854796,2.3283064365386963e-10,0.31304215627967635,0.13136874068351018,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,10,B36_component
,C600,0.10196435170685135,native_joint_vjp_minus_main_vjp,0.05061040446162224,7,,,,73,,0.15349847036051972,2.3283064365386963e-10,0.1101311637166542,0.09869579757962907,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,20,B36_component
,C600,0.09502812367483014,native_joint_vjp_minus_main_vjp,0.026376575231552124,7,,,,28,,0.2279123199814487,2.3283064365386963e-10,0.18505018479664917,0.13854648988871346,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,2,B36_component
,C600,0.0643603634419308,native_joint_vjp_minus_main_vjp,0.01821347139775753,7,,,,21,,0.2572490386690808,2.3283064365386963e-10,0.22113927614787868,0.08166506318818954,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,20,B36_component
,C600,0.042568383757193885,native_joint_vjp_minus_main_vjp,0.03786197304725647,7,,,,56,,0.08887902783448166,2.3283064365386963e-10,0.07615604701249858,0.08737220260358991,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,10,B36_component
,C600,0.1450680569451396,native_joint_vjp_minus_main_vjp,0.04481497406959534,8,,,,1,,0.29947703649065016,2.3283064365386963e-10,0.25755488479312555,0.10993399896792003,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,26,B36_component
,C600,0.11722889454014661,native_joint_vjp_minus_main_vjp,0.050333861261606216,8,,,,7,,0.23160773035379845,2.3283064365386963e-10,0.1837839940435681,0.16704064962409793,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,34,B36_component
,C600,0.32113257174956045,native_joint_vjp_minus_main_vjp,0.1166655570268631,8,,,,13,,0.41300023628314286,2.3283064365386963e-10,0.23537450152690959,0.10657897130364462,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,1,B36_component
,C600,0.08740265792435496,native_joint_vjp_minus_main_vjp,0.07663068175315857,8,,,,97,,0.12205745839463165,2.3283064365386963e-10,0.08385849841697515,0.07860718525591351,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,10,B36_component
,C600,0.1951570284773406,native_joint_vjp_minus_main_vjp,0.0659792497754097,9,,,,2,,0.35042018056209034,2.3283064365386963e-10,0.21285516807438573,0.07750547393446877,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,29,B36_component
,C600,0.14781856482894204,native_joint_vjp_minus_main_vjp,0.09496409446001053,9,,,,5,,0.27602706763286017,2.3283064365386963e-10,0.230853068603739,0.13376324339991522,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,11,B36_component
,C600,0.07507844657080856,native_joint_vjp_minus_main_vjp,0.042340315878391266,9,,,,42,,0.2341969375400967,2.3283064365386963e-10,0.21607684689172474,0.08063367505868275,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,11,B36_component
,C600,0.071029476246306,native_joint_vjp_minus_main_vjp,0.04164116457104683,9,,,,55,,0.13228993247424822,2.3283064365386963e-10,0.1023845941079648,0.10207867444980712,67,,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,draw,21,B36_component
3.663458079653102e-05,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,text_meta,9.486120464770128e-05,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.48101528855551606,1.2623676000905065e-09,7.16367266170011e-05,group,,B4
0.0011746361358198796,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,vl_meta,0.00247624083746071,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.36954647938763463,7.764107944775028e-07,0.0017886243485297861,group,,B4
7.584587461280173e-05,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,action_meta,0.00011751659472371959,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",-0.20385443246987858,-1.6473823020962581e-09,0.00010654725696813364,group,,B4
0.0039240816724147995,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,semantic_core,0.009130583697146805,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,30,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.30037972797319806,8.42717375566398e-06,0.007149460828540162,group,,B4
0.0007685837727288151,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,procedure,0.0014773988032243843,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,42,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.3008899026925733,2.431685865623738e-07,0.0010514984714143146,group,,B4
0.014544651319795304,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,compiler,0.024869981540259323,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,25,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.12141815255169729,3.264359173973594e-05,0.018484640254017436,group,,B4
0.09476726532684261,C600,0.14947406559643822,native_joint_vjp_minus_main_vjp,0.0474138637073338,,,,,,factor_heads,0.14234403717912936,2.3283064365386963e-10,0.18057137062603937,0.09485430217214993,,,16,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.11195413734263755,0.0010199102399752746,0.09613099905501483,group,,B4
1.695010215061222e-05,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,text_meta,3.109003096900808e-05,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",-0.2168256703768811,-1.1024235126064243e-10,2.9996145372846877e-05,group,,B36
0.0006189156548267648,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,vl_meta,0.0010003944546585779,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",-0.1316284939935089,-7.100962596357993e-08,0.0008716373763272249,group,,B36
4.4429922457700595e-05,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,action_meta,6.409761799247906e-05,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,144,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",-0.22188575133077051,-5.629025156062189e-10,5.7098962865343055e-05,group,,B36
0.0015041777335778619,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,semantic_core,0.0028810839681436004,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,30,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.13489191759072883,4.5910803594970293e-07,0.0022627147630847615,group,,B36
0.0002676600401629096,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,procedure,0.0006174813792142684,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,42,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",-0.04396103990591481,-6.6874993690464806e-09,0.0005683452806112027,group,,B36
0.004523526551645433,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,compiler,0.009622046079011086,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,25,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.18797364271123387,6.534239991868272e-06,0.007684594929417847,group,,B36
0.03062987874252729,C600,0.15422463793604313,native_joint_vjp_minus_main_vjp,0.05822220605073704,,,,,,factor_heads,0.05637345896806115,2.3283064365386963e-10,0.18918003634539882,0.10242430893852122,,,16,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",0.19272477449393022,0.00024669139859412326,0.041789885716598384,group,,B36
,C600,,native_joint_vjp_minus_main_vjp,,1,joint,1.0000001493065207,0.020972048876887046,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,2,joint,0.0031809362105215838,8.988880587502978e-05,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,2,joint,1.000000156676941,0.03807681148985573,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,3,joint,0.2150837924090712,0.004051796851144251,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,3,joint,0.17003008992640284,0.004315942165283953,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,3,joint,1.0000002224886504,0.01692151543955087,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,4,joint,0.008512255283901945,0.0002519295652313586,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,4,joint,0.0005976115284507635,2.383215523288611e-05,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,4,joint,0.047971982110506454,0.001275326374684586,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,4,joint,1.000000160070161,0.04176651777812021,,,,2.3283064365386963e-10,,,,4,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,5,joint,0.12126795061144328,0.002255282482416001,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,5,joint,-0.0316721677382807,-0.000793674728243075,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,5,joint,0.0983062780335103,0.001642235147652058,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,5,joint,0.04892337866967768,0.001284000082055107,,,,2.3283064365386963e-10,,,,4,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,5,joint,1.0000001542142942,0.016491839039218366,,,,2.3283064365386963e-10,,,,5,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,-0.04020523447838305,-0.0008978222229692037,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,0.032939647637246945,0.000991143541755964,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,0.1395160593578849,0.002798537517430197,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,-0.010700931517322262,-0.0003372275423163022,,,,2.3283064365386963e-10,,,,4,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,0.05949216006376973,0.001178098495570541,,,,2.3283064365386963e-10,,,,5,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,6,joint,1.0000002502373933,0.02377797223176378,,,,2.3283064365386963e-10,,,,6,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,0.046607031656339816,0.0007426023850864598,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,-0.061409549146993446,-0.0013184105186226482,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,-0.06031489577650501,-0.0008632342397744335,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,-0.12860258949936762,-0.0028916672091890494,,,,2.3283064365386963e-10,,,,4,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,0.08358265632313974,0.0011809599699026973,,,,2.3283064365386963e-10,,,,5,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,-0.055940644754405,-0.0009490723445559952,,,,2.3283064365386963e-10,,,,6,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,7,joint,1.0000001622585168,0.012105119061161868,,,,2.3283064365386963e-10,,,,7,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,8,joint,-0.009811344409570544,-0.00020344163069591155,,,,2.3283064365386963e-10,,,,1,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,8,joint,0.140143889995103,0.00391557304403235,,,,2.3283064365386963e-10,,,,2,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
,C600,,native_joint_vjp_minus_main_vjp,,8,joint,0.05285006431219699,0.0009843646476015186,,,,2.3283064365386963e-10,,,,3,,"{""action_meta"":144,""compiler"":25,""factor_heads"":16,""procedure"":42,""semantic_core"":30,""text_meta"":144,""vl_meta"":144}",,,,batch_gram,,B36
