arm,asset,cohort,effect,global_task_id,kind,metric,noise_seed,query_fraction,query_position,total,value
,C1200,A,cc_minus_cw,7,probe,first5_mse,5106880675780522306,0.75,92,,-0.0017925892025232315
,C1200,A,wc_minus_ww,7,probe,first5_mse,5106880675780522306,0.75,92,,-0.00213606096804142
,C1200,A,interaction,7,probe,first5_mse,5106880675780522306,0.75,92,,0.0003434717655181885
,C1200,A,cc_minus_cw,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,-0.0020888634026050568
,C1200,A,wc_minus_ww,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,-0.0020152516663074493
,C1200,A,interaction,7,probe,tau1_first5_mse,5106880675780522306,0.75,92,,-7.361173629760742e-05
,C1200,A,cc_minus_cw,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,-0.00012037158012390137
,C1200,A,wc_minus_ww,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,-0.0003308802843093872
,C1200,A,interaction,7,probe,inference_first5_mse,5106880675780522306,0.75,92,,0.00021050870418548584
,C1200,B,cc_minus_cw,7,probe,full_mse,4594143207052349333,0.25,38,,-0.006266005337238312
,C1200,B,wc_minus_ww,7,probe,full_mse,4594143207052349333,0.25,38,,-0.006556309759616852
,C1200,B,interaction,7,probe,full_mse,4594143207052349333,0.25,38,,0.00029030442237854004
,C1200,B,cc_minus_cw,7,probe,first5_mse,4594143207052349333,0.25,38,,-0.007501870393753052
,C1200,B,wc_minus_ww,7,probe,first5_mse,4594143207052349333,0.25,38,,-0.007782012224197388
,C1200,B,interaction,7,probe,first5_mse,4594143207052349333,0.25,38,,0.00028014183044433594
,C1200,B,cc_minus_cw,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,0.001926470547914505
,C1200,B,wc_minus_ww,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,0.0015093237161636353
,C1200,B,interaction,7,probe,tau1_first5_mse,4594143207052349333,0.25,38,,0.00041714683175086975
,C1200,B,cc_minus_cw,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,-0.0018573887646198273
,C1200,B,wc_minus_ww,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,-0.0017153695225715637
,C1200,B,interaction,7,probe,inference_first5_mse,4594143207052349333,0.25,38,,-0.00014201924204826355
,C1200,B,cc_minus_cw,7,probe,full_mse,4843176701914511588,0.75,114,,-0.011872217059135437
,C1200,B,wc_minus_ww,7,probe,full_mse,4843176701914511588,0.75,114,,-0.012707628309726715
,C1200,B,interaction,7,probe,full_mse,4843176701914511588,0.75,114,,0.0008354112505912781
,C1200,B,cc_minus_cw,7,probe,first5_mse,4843176701914511588,0.75,114,,-0.0007205801084637642
,C1200,B,wc_minus_ww,7,probe,first5_mse,4843176701914511588,0.75,114,,-0.0009890347719192505
,C1200,B,interaction,7,probe,first5_mse,4843176701914511588,0.75,114,,0.0002684546634554863
,C1200,B,cc_minus_cw,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,-0.0021417438983917236
,C1200,B,wc_minus_ww,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,-0.002495763823390007
,C1200,B,interaction,7,probe,tau1_first5_mse,4843176701914511588,0.75,114,,0.0003540199249982834
,C1200,B,cc_minus_cw,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,0.0030530896037817
,C1200,B,wc_minus_ww,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,0.0029480066150426865
,C1200,B,interaction,7,probe,inference_first5_mse,4843176701914511588,0.75,114,,0.00010508298873901367
,C1200,A,cc_minus_cw,12,probe,full_mse,5545119331277237353,0.25,32,,-0.0006568916141986847
,C1200,A,wc_minus_ww,12,probe,full_mse,5545119331277237353,0.25,32,,-0.0006086342036724091
,C1200,A,interaction,12,probe,full_mse,5545119331277237353,0.25,32,,-4.8257410526275635e-05
,C1200,A,cc_minus_cw,12,probe,first5_mse,5545119331277237353,0.25,32,,0.0020626597106456757
,C1200,A,wc_minus_ww,12,probe,first5_mse,5545119331277237353,0.25,32,,0.002033378928899765
,C1200,A,interaction,12,probe,first5_mse,5545119331277237353,0.25,32,,2.9280781745910645e-05
,C1200,A,cc_minus_cw,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,-0.0003884434700012207
,C1200,A,wc_minus_ww,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,-0.0003576725721359253
,C1200,A,interaction,12,probe,tau1_first5_mse,5545119331277237353,0.25,32,,-3.077089786529541e-05
,C1200,A,cc_minus_cw,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,0.0006715329363942146
,C1200,A,wc_minus_ww,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,0.0007561631500720978
,C1200,A,interaction,12,probe,inference_first5_mse,5545119331277237353,0.25,32,,-8.463021367788315e-05
,C1200,A,cc_minus_cw,12,probe,full_mse,6063945589377718727,0.75,95,,-0.003090992569923401
,C1200,A,wc_minus_ww,12,probe,full_mse,6063945589377718727,0.75,95,,-0.0028642043471336365
,C1200,A,interaction,12,probe,full_mse,6063945589377718727,0.75,95,,-0.0002267882227897644
,C1200,A,cc_minus_cw,12,probe,first5_mse,6063945589377718727,0.75,95,,0.0017480403184890747
,C1200,A,wc_minus_ww,12,probe,first5_mse,6063945589377718727,0.75,95,,0.001967780292034149
,C1200,A,interaction,12,probe,first5_mse,6063945589377718727,0.75,95,,-0.00021973997354507446
,C1200,A,cc_minus_cw,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,0.0005409400910139084
,C1200,A,wc_minus_ww,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,0.0005831755697727203
,C1200,A,interaction,12,probe,tau1_first5_mse,6063945589377718727,0.75,95,,-4.223547875881195e-05
,C1200,A,cc_minus_cw,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,0.0015109311789274216
,C1200,A,wc_minus_ww,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,0.0015383511781692505
,C1200,A,interaction,12,probe,inference_first5_mse,6063945589377718727,0.75,95,,-2.741999924182892e-05
,C1200,B,cc_minus_cw,12,probe,full_mse,1288635900652328787,0.25,33,,-0.0013067163527011871
,C1200,B,wc_minus_ww,12,probe,full_mse,1288635900652328787,0.25,33,,-0.001439020037651062
,C1200,B,interaction,12,probe,full_mse,1288635900652328787,0.25,33,,0.00013230368494987488
,C1200,B,cc_minus_cw,12,probe,first5_mse,1288635900652328787,0.25,33,,0.00016781408339738846
,C1200,B,wc_minus_ww,12,probe,first5_mse,1288635900652328787,0.25,33,,0.00028708577156066895
,C1200,B,interaction,12,probe,first5_mse,1288635900652328787,0.25,33,,-0.00011927168816328049
,C1200,B,cc_minus_cw,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,6.519351154565811e-05
,C1200,B,wc_minus_ww,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,2.8922222554683685e-05
,C1200,B,interaction,12,probe,tau1_first5_mse,1288635900652328787,0.25,33,,3.6271288990974426e-05
,C1200,B,cc_minus_cw,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,0.006551578640937805
,C1200,B,wc_minus_ww,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,0.0073575228452682495
,C1200,B,interaction,12,probe,inference_first5_mse,1288635900652328787,0.25,33,,-0.0008059442043304443
,C1200,B,cc_minus_cw,12,probe,full_mse,8916442828729476527,0.75,99,,0.0025977492332458496
,C1200,B,wc_minus_ww,12,probe,full_mse,8916442828729476527,0.75,99,,-0.00034502148628234863
,C1200,B,interaction,12,probe,full_mse,8916442828729476527,0.75,99,,0.0029427707195281982
,C1200,B,cc_minus_cw,12,probe,first5_mse,8916442828729476527,0.75,99,,0.0044476985931396484
,C1200,B,wc_minus_ww,12,probe,first5_mse,8916442828729476527,0.75,99,,-0.010094374418258667
,C1200,B,interaction,12,probe,first5_mse,8916442828729476527,0.75,99,,0.014542073011398315
,C1200,B,cc_minus_cw,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,-0.0006063468754291534
,C1200,B,wc_minus_ww,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,-0.0008510071784257889
,C1200,B,interaction,12,probe,tau1_first5_mse,8916442828729476527,0.75,99,,0.00024466030299663544
,C1200,B,cc_minus_cw,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,-0.0008076820522546768
,C1200,B,wc_minus_ww,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,-0.0007377341389656067
,C1200,B,interaction,12,probe,inference_first5_mse,8916442828729476527,0.75,99,,-6.994791328907013e-05
,C1200,A,cc_minus_cw,14,probe,full_mse,6673264783416593914,0.25,40,,-0.0020810142159461975
,C1200,A,wc_minus_ww,14,probe,full_mse,6673264783416593914,0.25,40,,-0.0014831200242042542
,C1200,A,interaction,14,probe,full_mse,6673264783416593914,0.25,40,,-0.0005978941917419434
,C1200,A,cc_minus_cw,14,probe,first5_mse,6673264783416593914,0.25,40,,-0.005131537094712257
,C1200,A,wc_minus_ww,14,probe,first5_mse,6673264783416593914,0.25,40,,-0.00508103147149086
,C1200,A,interaction,14,probe,first5_mse,6673264783416593914,0.25,40,,-5.05056232213974e-05
,C1200,A,cc_minus_cw,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,-0.0004106154665350914
,C1200,A,wc_minus_ww,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,-0.0005654348060488701
,C1200,A,interaction,14,probe,tau1_first5_mse,6673264783416593914,0.25,40,,0.0001548193395137787
,C1200,A,cc_minus_cw,14,probe,inference_first5_mse,6673264783416593914,0.25,40,,-0.002589728683233261
,C1200,A,wc_minus_ww,14,probe,inference_first5_mse,6673264783416593914,0.25,40,,-0.002474413253366947
,C1200,A,interaction,14,probe,inference_first5_mse,6673264783416593914,0.25,40,,-0.00011531542986631393
,C1200,A,cc_minus_cw,14,probe,full_mse,4112929797682724988,0.75,121,,0.0007929690182209015
,C1200,A,wc_minus_ww,14,probe,full_mse,4112929797682724988,0.75,121,,0.0008195005357265472
,C1200,A,interaction,14,probe,full_mse,4112929797682724988,0.75,121,,-2.6531517505645752e-05
,C1200,A,cc_minus_cw,14,probe,first5_mse,4112929797682724988,0.75,121,,-0.001368638128042221
,C1200,A,wc_minus_ww,14,probe,first5_mse,4112929797682724988,0.75,121,,-0.0013599954545497894
,C1200,A,interaction,14,probe,first5_mse,4112929797682724988,0.75,121,,-8.64267349243164e-06
,C1200,A,cc_minus_cw,14,probe,tau1_first5_mse,4112929797682724988,0.75,121,,-0.0005412045866250992
,C1200,A,wc_minus_ww,14,probe,tau1_first5_mse,4112929797682724988,0.75,121,,-0.0006208103150129318
,C1200,A,interaction,14,probe,tau1_first5_mse,4112929797682724988,0.75,121,,7.960572838783264e-05
,C1200,A,cc_minus_cw,14,probe,inference_first5_mse,4112929797682724988,0.75,121,,-0.0014626644551753998
,C1200,A,wc_minus_ww,14,probe,inference_first5_mse,4112929797682724988,0.75,121,,-0.001268133521080017
,C1200,A,interaction,14,probe,inference_first5_mse,4112929797682724988,0.75,121,,-0.0001945309340953827
,C1200,B,cc_minus_cw,14,probe,full_mse,6941690631084841007,0.25,39,,-0.0004813671112060547
,C1200,B,wc_minus_ww,14,probe,full_mse,6941690631084841007,0.25,39,,-0.0004885941743850708
,C1200,B,interaction,14,probe,full_mse,6941690631084841007,0.25,39,,7.227063179016113e-06
,C1200,B,cc_minus_cw,14,probe,first5_mse,6941690631084841007,0.25,39,,0.000686008483171463
,C1200,B,wc_minus_ww,14,probe,first5_mse,6941690631084841007,0.25,39,,3.100186586380005e-05
,C1200,B,interaction,14,probe,first5_mse,6941690631084841007,0.25,39,,0.000655006617307663
,C1200,B,cc_minus_cw,14,probe,tau1_first5_mse,6941690631084841007,0.25,39,,0.0012944228947162628
,C1200,B,wc_minus_ww,14,probe,tau1_first5_mse,6941690631084841007,0.25,39,,0.0012439414858818054
,C1200,B,interaction,14,probe,tau1_first5_mse,6941690631084841007,0.25,39,,5.04814088344574e-05
,C1200,B,cc_minus_cw,14,probe,inference_first5_mse,6941690631084841007,0.25,39,,0.0005637109279632568
,C1200,B,wc_minus_ww,14,probe,inference_first5_mse,6941690631084841007,0.25,39,,0.0006376281380653381
,C1200,B,interaction,14,probe,inference_first5_mse,6941690631084841007,0.25,39,,-7.39172101020813e-05
,C1200,B,cc_minus_cw,14,probe,full_mse,7799883917981918442,0.75,116,,-0.00015788525342941284
,C1200,B,wc_minus_ww,14,probe,full_mse,7799883917981918442,0.75,116,,-0.0002630166709423065
,C1200,B,interaction,14,probe,full_mse,7799883917981918442,0.75,116,,0.00010513141751289368
,C1200,B,cc_minus_cw,14,probe,first5_mse,7799883917981918442,0.75,116,,-7.7064149081707e-05
,C1200,B,wc_minus_ww,14,probe,first5_mse,7799883917981918442,0.75,116,,0.00018913578242063522
,C1200,B,interaction,14,probe,first5_mse,7799883917981918442,0.75,116,,-0.0002661999315023422
,C1200,B,cc_minus_cw,14,probe,tau1_first5_mse,7799883917981918442,0.75,116,,-8.499249815940857e-06
,C1200,B,wc_minus_ww,14,probe,tau1_first5_mse,7799883917981918442,0.75,116,,8.003786206245422e-05
,C1200,B,interaction,14,probe,tau1_first5_mse,7799883917981918442,0.75,116,,-8.853711187839508e-05
,C1200,B,cc_minus_cw,14,probe,inference_first5_mse,7799883917981918442,0.75,116,,-0.00020953267812728882
,C1200,B,wc_minus_ww,14,probe,inference_first5_mse,7799883917981918442,0.75,116,,-0.0006442368030548096
,C1200,B,interaction,14,probe,inference_first5_mse,7799883917981918442,0.75,116,,0.00043470412492752075
,C1200,A,cc_minus_cw,20,probe,full_mse,3228420230932740579,0.25,31,,-0.004750393331050873
,C1200,A,wc_minus_ww,20,probe,full_mse,3228420230932740579,0.25,31,,-0.004514332860708237
,C1200,A,interaction,20,probe,full_mse,3228420230932740579,0.25,31,,-0.0002360604703426361
,C1200,A,cc_minus_cw,20,probe,first5_mse,3228420230932740579,0.25,31,,0.0002873428165912628
,C1200,A,wc_minus_ww,20,probe,first5_mse,3228420230932740579,0.25,31,,-0.00017714686691761017
,C1200,A,interaction,20,probe,first5_mse,3228420230932740579,0.25,31,,0.000464489683508873
,C1200,A,cc_minus_cw,20,probe,tau1_first5_mse,3228420230932740579,0.25,31,,-0.00039353035390377045
,C1200,A,wc_minus_ww,20,probe,tau1_first5_mse,3228420230932740579,0.25,31,,-0.0009253304451704025
,C1200,A,interaction,20,probe,tau1_first5_mse,3228420230932740579,0.25,31,,0.0005318000912666321
,C1200,A,cc_minus_cw,20,probe,inference_first5_mse,3228420230932740579,0.25,31,,0.0003606081008911133
,C1200,A,wc_minus_ww,20,probe,inference_first5_mse,3228420230932740579,0.25,31,,8.119642734527588e-05
,C1200,A,interaction,20,probe,inference_first5_mse,3228420230932740579,0.25,31,,0.0002794116735458374
,C1200,A,cc_minus_cw,20,probe,full_mse,166261170614490845,0.75,94,,0.004143252968788147
,C1200,A,wc_minus_ww,20,probe,full_mse,166261170614490845,0.75,94,,0.004311554133892059
,C1200,A,interaction,20,probe,full_mse,166261170614490845,0.75,94,,-0.00016830116510391235
,C1200,A,cc_minus_cw,20,probe,first5_mse,166261170614490845,0.75,94,,-0.0026445258408784866
,C1200,A,wc_minus_ww,20,probe,first5_mse,166261170614490845,0.75,94,,-0.00255504809319973
,C1200,A,interaction,20,probe,first5_mse,166261170614490845,0.75,94,,-8.947774767875671e-05
,C1200,A,cc_minus_cw,20,probe,tau1_first5_mse,166261170614490845,0.75,94,,-0.008451402187347412
,C1200,A,wc_minus_ww,20,probe,tau1_first5_mse,166261170614490845,0.75,94,,-0.008193790912628174
,C1200,A,interaction,20,probe,tau1_first5_mse,166261170614490845,0.75,94,,-0.0002576112747192383
,C1200,A,cc_minus_cw,20,probe,inference_first5_mse,166261170614490845,0.75,94,,-0.009183235466480255
,C1200,A,wc_minus_ww,20,probe,inference_first5_mse,166261170614490845,0.75,94,,-0.007467407733201981
,C1200,A,interaction,20,probe,inference_first5_mse,166261170614490845,0.75,94,,-0.0017158277332782745
,C1200,B,cc_minus_cw,20,probe,full_mse,1347094762221098555,0.25,32,,0.0026705674827098846
,C1200,B,wc_minus_ww,20,probe,full_mse,1347094762221098555,0.25,32,,0.003082718700170517
,C1200,B,interaction,20,probe,full_mse,1347094762221098555,0.25,32,,-0.0004121512174606323
,C1200,B,cc_minus_cw,20,probe,first5_mse,1347094762221098555,0.25,32,,-0.00046399980783462524
,C1200,B,wc_minus_ww,20,probe,first5_mse,1347094762221098555,0.25,32,,-0.0006256327033042908
,C1200,B,interaction,20,probe,first5_mse,1347094762221098555,0.25,32,,0.00016163289546966553
,C1200,B,cc_minus_cw,20,probe,tau1_first5_mse,1347094762221098555,0.25,32,,0.0003077797591686249
,C1200,B,wc_minus_ww,20,probe,tau1_first5_mse,1347094762221098555,0.25,32,,0.000642918050289154
,C1200,B,interaction,20,probe,tau1_first5_mse,1347094762221098555,0.25,32,,-0.0003351382911205292
,C1200,B,cc_minus_cw,20,probe,inference_first5_mse,1347094762221098555,0.25,32,,0.0019876286387443542
,C1200,B,wc_minus_ww,20,probe,inference_first5_mse,1347094762221098555,0.25,32,,0.0019808784127235413
,C1200,B,interaction,20,probe,inference_first5_mse,1347094762221098555,0.25,32,,6.750226020812988e-06
,C1200,B,cc_minus_cw,20,probe,full_mse,8043149644140822759,0.75,95,,-0.004320576786994934
,C1200,B,wc_minus_ww,20,probe,full_mse,8043149644140822759,0.75,95,,-0.004566580057144165
,C1200,B,interaction,20,probe,full_mse,8043149644140822759,0.75,95,,0.00024600327014923096
,C1200,B,cc_minus_cw,20,probe,first5_mse,8043149644140822759,0.75,95,,-0.011330530047416687
,C1200,B,wc_minus_ww,20,probe,first5_mse,8043149644140822759,0.75,95,,-0.012672051787376404
,C1200,B,interaction,20,probe,first5_mse,8043149644140822759,0.75,95,,0.0013415217399597168
,C1200,B,cc_minus_cw,20,probe,tau1_first5_mse,8043149644140822759,0.75,95,,-0.0020822621881961823
,C1200,B,wc_minus_ww,20,probe,tau1_first5_mse,8043149644140822759,0.75,95,,-0.001844950020313263
,C1200,B,interaction,20,probe,tau1_first5_mse,8043149644140822759,0.75,95,,-0.0002373121678829193
,C1200,B,cc_minus_cw,20,probe,inference_first5_mse,8043149644140822759,0.75,95,,-0.019466280937194824
,C1200,B,wc_minus_ww,20,probe,inference_first5_mse,8043149644140822759,0.75,95,,-0.019527703523635864
,C1200,B,interaction,20,probe,inference_first5_mse,8043149644140822759,0.75,95,,6.142258644104004e-05
,C1200,A,cc_minus_cw,25,probe,full_mse,2197700932143374439,0.25,35,,-0.004600822925567627
,C1200,A,wc_minus_ww,25,probe,full_mse,2197700932143374439,0.25,35,,-0.004415005445480347
,C1200,A,interaction,25,probe,full_mse,2197700932143374439,0.25,35,,-0.00018581748008728027
,C1200,A,cc_minus_cw,25,probe,first5_mse,2197700932143374439,0.25,35,,-0.002466771751642227
,C1200,A,wc_minus_ww,25,probe,first5_mse,2197700932143374439,0.25,35,,-0.0030329450964927673
,C1200,A,interaction,25,probe,first5_mse,2197700932143374439,0.25,35,,0.0005661733448505402
,C1200,A,cc_minus_cw,25,probe,tau1_first5_mse,2197700932143374439,0.25,35,,-0.002301427535712719
,C1200,A,wc_minus_ww,25,probe,tau1_first5_mse,2197700932143374439,0.25,35,,-0.0021933699026703835
,C1200,A,interaction,25,probe,tau1_first5_mse,2197700932143374439,0.25,35,,-0.00010805763304233551
,C1200,A,cc_minus_cw,25,probe,inference_first5_mse,2197700932143374439,0.25,35,,-0.0038081761449575424
,C1200,A,wc_minus_ww,25,probe,inference_first5_mse,2197700932143374439,0.25,35,,-0.0036449339240789413
,C1200,A,interaction,25,probe,inference_first5_mse,2197700932143374439,0.25,35,,-0.00016324222087860107
,C1200,A,cc_minus_cw,25,probe,full_mse,7313767176395743740,0.75,104,,0.0010412484407424927
,C1200,A,wc_minus_ww,25,probe,full_mse,7313767176395743740,0.75,104,,0.0008645504713058472
,C1200,A,interaction,25,probe,full_mse,7313767176395743740,0.75,104,,0.0001766979694366455
,C1200,A,cc_minus_cw,25,probe,first5_mse,7313767176395743740,0.75,104,,-0.00672738254070282
,C1200,A,wc_minus_ww,25,probe,first5_mse,7313767176395743740,0.75,104,,-0.0058949291706085205
,C1200,A,interaction,25,probe,first5_mse,7313767176395743740,0.75,104,,-0.0008324533700942993
,C1200,A,cc_minus_cw,25,probe,tau1_first5_mse,7313767176395743740,0.75,104,,-0.006149470806121826
,C1200,A,wc_minus_ww,25,probe,tau1_first5_mse,7313767176395743740,0.75,104,,-0.006248578429222107
,C1200,A,interaction,25,probe,tau1_first5_mse,7313767176395743740,0.75,104,,9.910762310028076e-05
,C1200,A,cc_minus_cw,25,probe,inference_first5_mse,7313767176395743740,0.75,104,,-0.00557592511177063
,C1200,A,wc_minus_ww,25,probe,inference_first5_mse,7313767176395743740,0.75,104,,-0.005936324596405029
,C1200,A,interaction,25,probe,inference_first5_mse,7313767176395743740,0.75,104,,0.0003603994846343994
,C1200,B,cc_minus_cw,25,probe,full_mse,5172841219135816146,0.25,29,,0.0027108192443847656
,C1200,B,wc_minus_ww,25,probe,full_mse,5172841219135816146,0.25,29,,0.0026624947786331177
