action_delta_mse_vs_cc,action_delta_mse_vs_parent,arm,asset,candidate,cc_reconstruction_max_abs,cohort,core_norm,core_reference_norm,core_reference_shape,core_relative_l2,core_shape,core_shape_match,donor_global_task_id,e_norm,e_reference_norm,e_reference_shape,e_relative_l2,e_shape,e_shape_match,first5_dimension_mse,first5_mse,first5_time_mse,full_mse,fused_norm,fused_reference_norm,fused_reference_shape,fused_relative_l2,fused_shape,fused_shape_match,global_task_id,h_norm,h_reference_norm,h_reference_shape,h_relative_l2,h_shape,h_shape_match,inference_first5_actions,inference_first5_dimension_mse,inference_first5_mse,inference_first5_time_mse,lora_a_norm,lora_a_relative_l2,lora_b_norm,lora_b_relative_l2,noise_seed,other_demo,procedure_norm,procedure_reference_norm,procedure_reference_shape,procedure_relative_l2,procedure_shape,procedure_shape_match,query_demo,query_fraction,query_position,suite,suite_task_id,target_first5_actions,tau1_first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,teacher_demo,window
0.0,1.0015724001277704e-05,CC,C600,J,,A,214.74510192871094,214.74510192871094,"[1,19,256]",0.0,"[1,19,256]",True,37,714.8963012695312,714.8963012695312,"[48,19,256]",0.0,"[48,19,256]",True,"[0.050064023584127426,0.06341613084077835,0.043746694922447205,0.1613396257162094,0.01814705692231655,0.0009642124059610069,0.0021289768628776073]",0.048543814569711685,"[0.022203711792826653,0.0396919772028923,0.05602831766009331,0.060223501175642014,0.06457158178091049]",0.1234624981880188,281.7368469238281,281.7368469238281,[81920],0.0,[81920],True,34,604.5106811523438,604.5106811523438,"[48,50,1024]",0.0,"[48,50,1024]",True,"[[[0.46937331557273865,-0.5039305686950684,-0.12414350360631943,-0.3146865963935852,-0.2668963372707367,-0.05452455207705498,1.020799160003662],[0.4312734305858612,-0.47347894310951233,-0.1481555849313736,-0.31037914752960205,-0.2744826376438141,-0.056126754730939865,1.0094364881515503],[0.3674757480621338,-0.43790537118911743,-0.167714461684227,-0.2944483160972595,-0.30340576171875,-0.049007102847099304,1.0168832540512085],[0.2838038206100464,-0.42114439606666565,-0.22411462664604187,-0.29541754722595215,-0.3687743544578552,-0.05378137528896332,1.0164189338684082],[0.1932447850704193,-0.37400132417678833,-0.2913479208946228,-0.29240208864212036,-0.44219493865966797,-0.04394238442182541,1.0100544691085815]]]","[0.0018322364194318652,0.0596851222217083,0.011592024005949497,0.12721803784370422,0.025075456127524376,0.00013574214244727045,0.00023550214245915413]",0.032253447920084,"[0.012360543943941593,0.024620791897177696,0.034682538360357285,0.04093387722969055,0.0486694797873497]",25.305327955893443,0.0,31.005814614997682,0.0,7570421501061691922,48,1220.8399658203125,1220.8399658203125,"[1,48,256]",0.0,"[1,48,256]",True,47,0.25,68,libero_10,4,"[[[0.4535706043243408,-0.6542057991027832,-0.017442405223846436,-0.09091198444366455,-0.30699288845062256,-0.040709614753723145,0.9999990463256836],[0.37142765522003174,-0.7009347081184387,-0.017442405223846436,0.0033638477325439453,-0.24012374877929688,-0.040709614753723145,0.9999990463256836],[0.31428492069244385,-0.7102804780006409,-0.08430278301239014,0.09090554714202881,-0.20364969968795776,-0.040709614753723145,0.9999990463256836],[0.26428496837615967,-0.6915888786315918,-0.13372141122817993,0.11784148216247559,-0.1854127049446106,-0.040709614753723145,0.9999990463256836],[0.23928487300872803,-0.6510905027389526,-0.17151212692260742,0.11784148216247559,-0.16109663248062134,-0.040709614753723145,0.9999990463256836]]]","[0.14734801650047302,0.0395592525601387,0.0008286715601570904,0.05318976193666458,0.04558944329619408,0.0009511021780781448,0.0006175716407597065]",0.041154827922582626,"[0.030533548444509506,0.03513205051422119,0.04940425604581833,0.04769394174218178,0.04301036149263382]",46,B4
0.0,7.195571924967226e-06,CC,C600,J,,A,214.74510192871094,214.74510192871094,"[1,19,256]",0.0,"[1,19,256]",True,37,714.8963012695312,714.8963012695312,"[48,19,256]",0.0,"[48,19,256]",True,"[0.08004745841026306,0.0018600954208523035,0.02373863197863102,0.0017675332492217422,0.005308287683874369,0.035637009888887405,0.004264403134584427]",0.021803345531225204,"[0.023885702714323997,0.025418158620595932,0.017109986394643784,0.01772460900247097,0.024878276512026787]",0.07496148347854614,281.7368469238281,281.7368469238281,[81920],0.0,[81920],True,34,604.5106811523438,604.5106811523438,"[48,50,1024]",0.0,"[48,50,1024]",True,"[[[-0.6593936085700989,-0.0017447099089622498,-0.598511815071106,-0.28158414363861084,-0.03259287774562836,-0.04348327964544296,-1.0140188932418823],[-0.6243711113929749,0.007873758673667908,-0.5796516537666321,-0.27705442905426025,-0.04116211459040642,-0.04598459601402283,-1.0249730348587036],[-0.5792281031608582,-0.026755839586257935,-0.5529873371124268,-0.2735743224620819,-0.0554504357278347,-0.08085080981254578,-1.020471453666687],[-0.5230246782302856,-0.020053356885910034,-0.5048786401748657,-0.2645919919013977,-0.06379394978284836,-0.07842453569173813,-1.0073461532592773],[-0.438602089881897,0.0013038425240665674,-0.455364465713501,-0.2544214725494385,-0.04739108681678772,-0.10726065933704376,-1.0304781198501587]]]","[0.018483761698007584,0.0002982867299579084,0.0044645871967077255,0.00011173340317327529,0.0018888037884607911,0.003319335402920842,0.00044442882062867284]",0.0041444189846515656,"[0.0027221934869885445,0.0038038608618080616,0.00428529130294919,0.004133482463657856,0.005777270067483187]",25.305327955893443,0.0,31.005814614997682,0.0,5052251981188736845,48,1220.8399658203125,1220.8399658203125,"[1,48,256]",0.0,"[1,48,256]",True,47,0.75,206,libero_10,4,"[[[-0.7464287281036377,0.02180635929107666,-0.5901165008544922,-0.2659956216812134,-0.0820695161819458,-0.1327449083328247,-1.0],[-0.7571430206298828,-0.003115832805633545,-0.5901165008544922,-0.2659956216812134,-0.0820695161819458,-0.12566518783569336,-1.0],[-0.7392858862876892,-0.006231069564819336,-0.593023419380188,-0.2659956216812134,-0.0820695161819458,-0.11504578590393066,-1.0],[-0.6642858982086182,-0.006231069564819336,-0.5872094631195068,-0.2659956216812134,-0.10638552904129028,-0.09026700258255005,-1.0],[-0.58571457862854,0.015575766563415527,-0.5726746916770935,-0.2659956216812134,-0.10030657052993774,-0.07610780000686646,-1.0]]]","[0.14200077950954437,0.0003472045937087387,0.04317981004714966,0.002320654224604368,0.003397466614842415,0.004801004659384489,0.3213566839694977]",0.07391480356454849,"[0.024324916303157806,0.03242473676800728,0.047155242413282394,0.09877195209264755,0.16689719259738922]",46,B4
0.0,1.5000214261817746e-05,CC,C600,J,,B,213.83531188964844,213.83531188964844,"[1,19,256]",0.0,"[1,19,256]",True,37,713.1144409179688,713.1144409179688,"[48,19,256]",0.0,"[48,19,256]",True,"[0.035954758524894714,0.008600390516221523,0.04026889428496361,0.0003144822549074888,0.0017843898385763168,0.000961602374445647,0.4339393079280853]",0.07454627007246017,"[0.06748644262552261,0.06923597306013107,0.06940537691116333,0.07646985352039337,0.09013368934392929]",0.05115983635187149,281.7389221191406,281.7389221191406,[81920],0.0,[81920],True,34,604.3560791015625,604.3560791015625,"[48,50,1024]",0.0,"[48,50,1024]",True,"[[[-0.3668992519378662,-0.045373834669589996,-0.45686137676239014,0.04671250283718109,-0.09918850660324097,0.15734103322029114,-1.017661452293396],[-0.43071427941322327,-0.041944533586502075,-0.4601603150367737,0.010576806962490082,-0.12963491678237915,0.1628468632698059,-1.006033182144165],[-0.4717836081981659,-0.02644003927707672,-0.4549434781074524,-0.024912424385547638,-0.1476280391216278,0.15456165373325348,-1.011825680732727],[-0.5138402581214905,0.009021203964948654,-0.4382811188697815,-0.09240657091140747,-0.14006583392620087,0.14876946806907654,-1.0162030458450317],[-0.5633019804954529,0.030337974429130554,-0.4420970380306244,-0.15875621140003204,-0.14292077720165253,0.15988850593566895,-1.0097142457962036]]]","[0.11942930519580841,0.012669341638684273,0.1613932102918625,0.054806649684906006,0.00399612495675683,0.03898641839623451,0.0001690156350377947]",0.05592143535614014,"[0.06076021492481232,0.061659201979637146,0.05665281414985657,0.05080239102244377,0.04973256215453148]",24.920990041488714,0.0,29.983414559500847,0.0,1750272122191094264,46,1230.210693359375,1230.210693359375,"[1,48,256]",0.0,"[1,48,256]",True,49,0.25,66,libero_10,4,"[[[-0.1285719871520996,0.14953207969665527,-0.017442405223846436,-0.2659956216812134,-0.08814853429794312,-0.040709614753723145,-1.0],[-0.1285719871520996,0.10903370380401611,-0.017442405223846436,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.1285719871520996,0.02180635929107666,-0.03779119253158569,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.1285719871520996,0.02180635929107666,-0.06976795196533203,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0],[-0.1357148289680481,0.02180635929107666,-0.1133725643157959,-0.2659956216812134,-0.06991147994995117,-0.040709614753723145,-1.0]]]","[0.03274545818567276,0.007354035507887602,0.038302332162857056,0.00020284031052142382,0.0027145470958203077,0.0006793876527808607,0.4954873025417328]",0.0824979916214943,"[0.0731901302933693,0.07313390076160431,0.0772014856338501,0.09198420494794846,0.0969802513718605]",48,B4
0.0,1.0099179235112388e-05,CC,C600,J,,B,213.83531188964844,213.83531188964844,"[1,19,256]",0.0,"[1,19,256]",True,37,713.1144409179688,713.1144409179688,"[48,19,256]",0.0,"[48,19,256]",True,"[0.015635011717677116,0.0003807470202445984,0.001069451100192964,0.0085586654022336,0.0015587914967909455,0.0014012575848028064,1.2638071775436401]",0.1846301555633545,"[0.012871687300503254,0.026488985866308212,0.49683669209480286,0.307189404964447,0.07976403087377548]",0.042015302926301956,281.7389221191406,281.7389221191406,[81920],0.0,[81920],True,34,604.3560791015625,604.3560791015625,"[48,50,1024]",0.0,"[48,50,1024]",True,"[[[-0.6866443157196045,-0.062288690358400345,-0.5295379161834717,-0.22644096612930298,-0.1733974665403366,-0.0622050017118454,-1.0049179792404175],[-0.6605168581008911,-0.06301401555538177,-0.5055261254310608,-0.21402131021022797,-0.16481363773345947,-0.06961313635110855,-0.9967864751815796],[-0.624889075756073,-0.0778147280216217,-0.49845701456069946,-0.21157832443714142,-0.12646742165088654,-0.0642981007695198,-1.0198628902435303],[-0.5742127895355225,-0.0669512003660202,-0.4592024087905884,-0.23592974245548248,-0.10951285809278488,-0.07321463525295258,-1.0140151977539062],[-0.4963560104370117,-0.08363243192434311,-0.35932645201683044,-0.2186499536037445,-0.10190901905298233,-0.07548701763153076,1.005854606628418]]]","[0.0973016545176506,0.008637215942144394,0.0152431046590209,0.00862533412873745,0.005101290997117758,0.0006527790101245046,1.6272327899932861]",0.25182774662971497,"[0.020726455375552177,0.01756659708917141,0.6032640933990479,0.6010832786560059,0.01649835705757141]",24.920990041488714,0.0,29.983414559500847,0.0,2317014375466178463,46,1230.210693359375,1230.210693359375,"[1,48,256]",0.0,"[1,48,256]",True,49,0.75,199,libero_10,4,"[[[-0.39285755157470703,0.02180635929107666,-0.38662827014923096,-0.3670054078102112,-0.06991147994995117,-0.09026700258255005,-1.0],[-0.36785751581192017,0.02180635929107666,-0.3837212324142456,-0.29293161630630493,-0.06991147994995117,-0.07610780000686646,-1.0],[-0.30357182025909424,0.02180635929107666,-0.3575584888458252,-0.29293161630630493,-0.06991147994995117,-0.05132913589477539,0.9999990463256836],[-0.2321433424949646,0.02180635929107666,-0.32558178901672363,-0.3131335377693176,-0.06991147994995117,-0.040709614753723145,0.9999990463256836],[-0.18928629159927368,0.02180635929107666,-0.302325963973999,-0.28619760274887085,-0.06991147994995117,-0.040709614753723145,0.9999990463256836]]]","[0.004908060189336538,0.0012221483048051596,0.0014581362484022975,0.0030102133750915527,0.003700540168210864,0.0010459719924256206,0.9382156729698181]",0.1362229585647583,"[0.005146658979356289,0.010917795822024345,0.3426389992237091,0.23055116832256317,0.09186024963855743]",48,B4
0.0,1.5928422726574354e-05,CC,C600,J,,A,168.48333740234375,168.48333740234375,"[1,13,256]",0.0,"[1,13,256]",True,34,768.4246826171875,768.4246826171875,"[58,13,256]",0.0,"[58,13,256]",True,"[0.1467343121767044,0.0006481860182248056,0.17596662044525146,0.00509646674618125,0.15618844330310822,0.0008001653477549553,0.001016187365166843]",0.06949291378259659,"[0.06916463375091553,0.07034318894147873,0.0739939734339714,0.07033516466617584,0.06362761557102203]",0.1429263949394226,281.7067565917969,281.7067565917969,[81920],0.0,[81920],True,37,670.9157104492188,670.9157104492188,"[58,50,1024]",0.0,"[58,50,1024]",True,"[[[-0.22019512951374054,0.7612062096595764,0.5493370294570923,-0.26739710569381714,-0.317531943321228,-0.06061503291130066,0.9963632225990295],[-0.2189052850008011,0.8015172481536865,0.5140184164047241,-0.26199159026145935,-0.3746817111968994,-0.04538785666227341,0.9966129064559937],[-0.22573474049568176,0.8223822116851807,0.4864565432071686,-0.26065757870674133,-0.44393762946128845,-0.0518016442656517,1.002941608428955],[-0.2280106246471405,0.839669406414032,0.4474634826183319,-0.25017040967941284,-0.4994674324989319,-0.052297770977020264,1.0019302368164062],[-0.21459826827049255,0.8512846231460571,0.4014832377433777,-0.26216286420822144,-0.5405898690223694,-0.033198609948158264,0.998037576675415]]]","[0.1738220453262329,0.004896142054349184,0.2441082000732422,0.006665171589702368,0.4278992712497711,0.00014636905689258128,8.184138096112292e-06]",0.12250648438930511,"[0.09427669644355774,0.11082632839679718,0.12847034633159637,0.1363086998462677,0.14265036582946777]",27.31864763989949,0.0,39.01527225572162,0.0,8442714955617139331,48,1238.0948486328125,1238.0948486328125,"[1,58,256]",0.0,"[1,58,256]",True,47,0.25,62,libero_10,7,"[[[0.21785640716552734,0.8380053043365479,0.999998927116394,-0.19192183017730713,0.18540692329406738,-0.040709614753723145,0.9999990463256836],[0.21071362495422363,0.8535815477371216,0.999998927116394,-0.15825188159942627,0.20972299575805664,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.878503680229187,0.999998927116394,-0.13131588697433472,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.1892850399017334,0.9190021753311157,0.9505802392959595,-0.2390596866607666,0.22188103199005127,-0.040709614753723145,0.9999990463256836],[0.16785645484924316,0.9314632415771484,0.9156967401504517,-0.2659956216812134,0.22188103199005127,-0.040709614753723145,0.9999990463256836]]]","[0.10604115575551987,0.0013277068501338363,0.15794003009796143,0.005521177779883146,0.10998957604169846,0.0007759248255752027,0.0006578388274647295]",0.05460762605071068,"[0.05461816117167473,0.0566883385181427,0.061036117374897,0.05388233810663223,0.04681319743394852]",46,B4
0.0,5.15130850544665e-05,CC,C600,J,,A,168.48333740234375,168.48333740234375,"[1,13,256]",0.0,"[1,13,256]",True,34,768.4246826171875,768.4246826171875,"[58,13,256]",0.0,"[58,13,256]",True,"[0.008599733002483845,0.28981906175613403,0.31917840242385864,1.137184739112854,0.5550273060798645,0.21446214616298676,0.0040085818618535995]",0.36118283867836,"[0.40848883986473083,0.47352519631385803,0.33019039034843445,0.2823004126548767,0.3114094138145447]",0.2837599813938141,281.7067565917969,281.7067565917969,[81920],0.0,[81920],True,37,670.9157104492188,670.9157104492188,"[58,50,1024]",0.0,"[58,50,1024]",True,"[[[0.22554214298725128,-0.07155601680278778,0.4209522604942322,-0.222598135471344,0.6399610042572021,-0.0884690135717392,0.9950416088104248],[0.3106667697429657,-0.0322004072368145,0.51235032081604,-0.2234945297241211,0.6526831984519958,-0.0954374372959137,1.0012309551239014],[0.3796229362487793,-0.00299115851521492,0.5752137899398804,-0.23681055009365082,0.6467989087104797,-0.08794385939836502,1.0037949085235596],[0.4618287682533264,0.024960016831755638,0.6239281892776489,-0.22775140404701233,0.6454916596412659,-0.09056900441646576,0.9944953322410583],[0.5413621068000793,0.057643771171569824,0.6580444574356079,-0.20067563652992249,0.6968472599983215,-0.08541958034038544,1.0086721181869507]]]","[0.0017312023555859923,0.1471415013074875,0.13271847367286682,0.34028154611587524,0.40330734848976135,0.04426717385649681,2.9203079975559376e-05]",0.1527823507785797,"[0.15405386686325073,0.1826382726430893,0.1405254602432251,0.13221828639507294,0.1544758677482605]",27.31864763989949,0.0,39.01527225572162,0.0,4151392753901295008,48,1238.0948486328125,1238.0948486328125,"[1,58,256]",0.0,"[1,58,256]",True,47,0.75,186,libero_10,7,"[[[0.2464277744293213,0.20560681819915771,0.6337201595306396,-0.8855222463607788,-0.06991147994995117,-0.20000135898590088,0.9999990463256836],[0.34642767906188965,0.34890902042388916,0.9360456466674805,-0.8383843898773193,-0.06991147994995117,-0.3238949775695801,0.9999990463256836],[0.46071338653564453,0.3676004409790039,0.999998927116394,-0.7979804277420044,0.12461686134338379,-0.3557533621788025,0.9999990463256836],[0.47857046127319336,0.42056000232696533,0.999998927116394,-0.7710444927215576,0.1185377836227417,-0.3238949775695801,0.9999990463256836],[0.5321418046951294,0.5264788866043091,0.999998927116394,-0.7239066362380981,0.03343164920806885,-0.26017826795578003,0.9999990463256836]]]","[0.038576770573854446,0.08512881398200989,0.060373593121767044,0.19515053927898407,0.040361907333135605,0.03903590515255928,0.0006071145180612803]",0.06560494750738144,"[0.05897502601146698,0.07680616527795792,0.07338845729827881,0.060598477721214294,0.05825662985444069]",46,B4
0.0,3.862006633426063e-05,CC,C600,J,,B,169.01515197753906,169.01515197753906,"[1,13,256]",0.0,"[1,13,256]",True,34,733.9485473632812,733.9485473632812,"[53,13,256]",0.0,"[53,13,256]",True,"[0.019866639748215675,0.0926843211054802,0.06876742094755173,0.007975028827786446,0.7681431174278259,0.00044725098996423185,0.00020634755492210388]",0.13687001168727875,"[0.19759780168533325,0.14943158626556396,0.10628427565097809,0.12095309048891068,0.11008335649967194]",0.07384822517633438,281.7167053222656,281.7167053222656,[81920],0.0,[81920],True,37,641.2201538085938,641.2201538085938,"[53,50,1024]",0.0,"[53,50,1024]",True,"[[[-0.1681540608406067,0.5393182039260864,0.771643877029419,-0.3531157672405243,-0.45300835371017456,-0.020939208567142487,1.0066232681274414],[-0.18384279310703278,0.6288495063781738,0.7087625861167908,-0.3427014648914337,-0.48599839210510254,-0.01378246396780014,1.0007274150848389],[-0.19388224184513092,0.70247483253479,0.6065958142280579,-0.31483641266822815,-0.5280739665031433,-0.021329594776034355,1.0137994289398193],[-0.19894540309906006,0.767899751663208,0.5100864768028259,-0.32408973574638367,-0.5795928239822388,-0.013537123799324036,1.0034260749816895],[-0.17962034046649933,0.8343328833580017,0.41415145993232727,-0.31416189670562744,-0.5691847205162048,-0.010088734328746796,1.0133310556411743]]]","[0.010464290156960487,0.025015180930495262,0.10317100584506989,0.004310809075832367,0.7404651045799255,0.001356647931970656,8.486967999488115e-05]",0.12640969455242157,"[0.14069987833499908,0.1249987930059433,0.10715552419424057,0.13030706346035004,0.12888722121715546]",26.701002649347622,0.0,36.969577166504116,0.0,895811180839841733,46,1188.678466796875,1188.678466796875,"[1,53,256]",0.0,"[1,53,256]",True,49,0.25,72,libero_10,7,"[[[-0.010714948177337646,0.43613624572753906,0.8982548713684082,-0.2659956216812134,0.5075944662094116,-0.07610780000686646,0.9999990463256836],[-0.10357201099395752,0.4766346216201782,0.9215106964111328,-0.2659956216812134,0.4042513370513916,-0.05486893653869629,0.9999990463256836],[-0.1285719871520996,0.5264788866043091,0.9418593645095825,-0.2659956216812134,0.24619698524475098,-0.040709614753723145,0.9999990463256836],[-0.16071486473083496,0.5856688022613525,0.8982548713684082,-0.2659956216812134,0.27051305770874023,-0.040709614753723145,0.9999990463256836],[-0.30357182025909424,0.669780969619751,0.851743221282959,-0.2659956216812134,0.24619698524475098,-0.040709614753723145,0.9999990463256836]]]","[0.015768876299262047,0.03235612437129021,0.024183519184589386,0.0017070239409804344,0.20196247100830078,0.0006497199065051973,0.0007107111741788685]",0.03961978107690811,"[0.06132040545344353,0.04305403679609299,0.0300749558955431,0.0320059172809124,0.031643591821193695]",48,B4
0.0,2.4060844225459732e-05,CC,C600,J,,B,169.01515197753906,169.01515197753906,"[1,13,256]",0.0,"[1,13,256]",True,34,733.9485473632812,733.9485473632812,"[53,13,256]",0.0,"[53,13,256]",True,"[0.04058216139674187,0.7638208866119385,0.020049627870321274,0.018635369837284088,0.2756507098674774,0.004774730186909437,0.0020617847330868244]",0.16079646348953247,"[0.1802876740694046,0.14635713398456573,0.15244844555854797,0.1566285490989685,0.1682606041431427]",0.13562630116939545,281.7167053222656,281.7167053222656,[81920],0.0,[81920],True,37,641.2201538085938,641.2201538085938,"[53,50,1024]",0.0,"[53,50,1024]",True,"[[[0.6053056120872498,0.0819043293595314,0.9480295777320862,-0.2843261957168579,0.9313221573829651,-0.08501093089580536,1.0026155710220337],[0.6096919178962708,0.10105694830417633,0.9437299370765686,-0.27007371187210083,0.9265076518058777,-0.07977785915136337,1.0022372007369995],[0.6181464791297913,0.13490675389766693,0.9382753968238831,-0.2653158903121948,0.9137896299362183,-0.08329324424266815,1.0069730281829834],[0.6108115315437317,0.1757476031780243,0.8919271230697632,-0.26111483573913574,0.8670653700828552,-0.07958076894283295,1.0076559782028198],[0.603083610534668,0.23819464445114136,0.8274086713790894,-0.25157755613327026,0.79311203956604,-0.07015621662139893,0.9980580806732178]]]","[0.0016692994395270944,0.2290422022342682,0.0019959257915616035,0.00011696109868353233,0.10232355445623398,0.0013596171047538519,2.457758273521904e-05]",0.04807601869106293,"[0.05244278535246849,0.048207852989435196,0.0481279119849205,0.047249872237443924,0.04435168206691742]",26.701002649347622,0.0,36.969577166504116,0.0,4825284986999109913,46,1188.678466796875,1188.678466796875,"[1,53,256]",0.0,"[1,53,256]",True,49,0.75,218,libero_10,7,"[[[0.657141923904419,0.5077873468399048,0.9360456466674805,-0.2659956216812134,0.5075944662094116,-0.1398245096206665,0.9999990463256836],[0.6678560972213745,0.548285722732544,0.9156967401504517,-0.2659956216812134,0.5623054504394531,-0.1044263243675232,0.9999990463256836],[0.6607131958007812,0.6261674165725708,0.9040688276290894,-0.2659956216812134,0.6109377145767212,-0.05486893653869629,0.9999990463256836],[0.6321418285369873,0.6915878057479858,0.9011619091033936,-0.2659956216812134,0.6170166730880737,-0.040709614753723145,0.9999990463256836],[0.5999990701675415,0.7445472478866577,0.9156967401504517,-0.2659956216812134,0.5805425643920898,-0.040709614753723145,0.9999990463256836]]]","[0.004436449613422155,0.09210874885320663,0.031894706189632416,0.009928842075169086,0.031102344393730164,0.005921083502471447,0.0009709852747619152]",0.025194736197590828,"[0.021715054288506508,0.020556101575493813,0.028869405388832092,0.027038931846618652,0.027794191613793373]",48,B4
0.0,2.245410178147722e-05,CC,C600,Q,,A,179.07801818847656,179.07801818847656,"[1,15,256]",0.0,"[1,15,256]",True,7,535.7208862304688,535.7208862304688,"[23,15,256]",0.0,"[23,15,256]",True,"[0.14030176401138306,0.08552119880914688,0.22000621259212494,0.0011722183553501964,0.13885845243930817,0.042561858892440796,0.46641746163368225]",0.15640559792518616,"[0.25503069162368774,0.2015516608953476,0.14262743294239044,0.10526810586452484,0.07755016535520554]",0.07387834787368774,281.97955322265625,281.97955322265625,[81920],0.0,[81920],True,5,418.1143493652344,418.1143493652344,"[23,50,1024]",0.0,"[23,50,1024]",True,"[[[-0.24442067742347717,0.08765430748462677,-0.5373090505599976,-0.08710610121488571,-0.0766107365489006,-0.004964087158441544,1.0062745809555054],[-0.19873899221420288,0.09822873771190643,-0.4939243495464325,-0.10181812942028046,-0.1038341373205185,-0.008109107613563538,1.0175151824951172],[-0.15571282804012299,0.08709906786680222,-0.48261111974716187,-0.08705457299947739,-0.09125210344791412,-0.02688167244195938,1.0066947937011719],[-0.11258247494697571,0.08344064652919769,-0.4312472343444824,-0.08671633899211884,-0.07592104375362396,-0.028049275279045105,1.0189005136489868],[-0.04840254783630371,0.07592828571796417,-0.31452807784080505,-0.11865559220314026,-0.06665033102035522,-0.08231452107429504,1.0083706378936768]]]","[0.0026352445129305124,0.08479683101177216,0.13570620119571686,0.03690265119075775,0.10632061958312988,0.026610566303133965,0.8051834106445312]",0.1711650788784027,"[0.6281499266624451,0.058348435908555984,0.06171388551592827,0.06374901533126831,0.04386414587497711]",35.81680899056733,0.0,42.20846712809883,0.0,5898604950164596219,48,977.874267578125,977.874267578125,"[1,23,256]",0.0,"[1,23,256]",True,47,0.25,27,libero_spatial,5,"[[[-0.26428622007369995,0.42056000232696533,-0.2790701985359192,-0.27946358919143677,-0.46504712104797363,-0.08318740129470825,-1.0],[-0.1285719871520996,0.40186846256256104,-0.10755860805511475,-0.2659956216812134,-0.44073110818862915,-0.15398377180099487,0.9999990463256836],[-0.12142914533615112,0.3676004409790039,-0.03197723627090454,-0.27272963523864746,-0.3799409866333008,-0.20354115962982178,0.9999990463256836],[-0.1285719871520996,0.3676004409790039,-0.017442405223846436,-0.30639952421188354,-0.3981780409812927,-0.2318597435951233,0.9999990463256836],[-0.1285719871520996,0.32398688793182373,-0.017442405223846436,-0.3131335377693176,-0.3495458960533142,-0.2637180685997009,0.9999990463256836]]]","[0.1341276913881302,0.060352224856615067,0.15458367764949799,0.0009341305121779442,0.11585288494825363,0.03136148676276207,0.37922805547714233]",0.12520574033260345,"[0.19151826202869415,0.1697283387184143,0.11800119280815125,0.085974782705307,0.06080610677599907]",46,B4
0.0,6.270856829360127e-05,CC,C600,Q,,A,179.07801818847656,179.07801818847656,"[1,15,256]",0.0,"[1,15,256]",True,7,535.7208862304688,535.7208862304688,"[23,15,256]",0.0,"[23,15,256]",True,"[0.40108343958854675,0.0035846158862113953,0.1456073820590973,0.1343759298324585,0.2138158529996872,0.10919251292943954,0.0015922331949695945]",0.1441788524389267,"[0.1355336308479309,0.17914320528507233,0.175016850233078,0.13744719326496124,0.09375344216823578]",0.15337753295898438,281.97955322265625,281.97955322265625,[81920],0.0,[81920],True,5,418.1143493652344,418.1143493652344,"[23,50,1024]",0.0,"[23,50,1024]",True,"[[[-0.6220059990882874,0.15840288996696472,-0.5982041954994202,0.03623872995376587,-0.121183380484581,-0.14114731550216675,1.0070728063583374],[-0.7045485973358154,0.13529813289642334,-0.6381997466087341,0.03545030951499939,-0.2383096069097519,-0.0988360270857811,1.003540277481079],[-0.7880706787109375,0.12084582448005676,-0.6767354607582092,0.06388873606920242,-0.4140457510948181,-0.07552945613861084,1.000203013420105],[-0.9087715148925781,0.08774852752685547,-0.7270321846008301,0.09385395795106888,-0.6994609236717224,-0.04122845083475113,1.0053212642669678],[-1.0030250549316406,0.06212422251701355,-0.7435097098350525,0.11891579627990723,-0.9139924049377441,0.001230880618095398,0.9945645928382874]]]","[0.25097981095314026,0.00092001334996894,0.12115136533975601,0.11373748630285263,0.1623035967350006,0.06612920016050339,2.4095857952488586e-05]",0.1021779403090477,"[0.12847521901130676,0.12170121818780899,0.09733591973781586,0.07868852466344833,0.08468881994485855]",35.81680899056733,0.0,42.20846712809883,0.0,1908307486257974580,48,977.874267578125,977.874267578125,"[1,23,256]",0.0,"[1,23,256]",True,47,0.75,81,libero_spatial,5,"[[[-1.1464284658432007,0.11837947368621826,-1.034883737564087,-0.2659956216812134,-0.6656544208526611,0.06902480125427246,0.9999990463256836],[-1.2999998331069946,0.10591840744018555,-1.034883737564087,-0.2659956216812134,-0.6717334985733032,0.14690065383911133,0.9999990463256836],[-1.3642854690551758,0.09968781471252441,-1.034883737564087,-0.2659956216812134,-0.5927063226699829,0.20707762241363525,0.9999990463256836],[-1.374999761581421,0.09345734119415283,-1.0058139562606812,-0.2659956216812134,-0.4954422116279602,0.24955546855926514,0.9999990463256836],[-1.2785712480545044,0.10280311107635498,-0.970930278301239,-0.2659956216812134,-0.41033607721328735,0.24955546855926514,0.9999990463256836]]]","[0.10033351182937622,0.007279339712113142,0.10087080299854279,0.012493542395532131,0.011490761302411556,0.03212488442659378,0.007117375731468201]",0.03881574422121048,"[0.02306707575917244,0.03596851974725723,0.04826566204428673,0.04794294387102127,0.03883453831076622]",46,B4
