auxiliary_grad_norm,auxiliary_loss,branch,candidate,displacement_action_meta,displacement_compiler,displacement_factor_heads,displacement_procedure,displacement_semantic_core,displacement_text_meta,displacement_vl_meta,global_event_step,joint_grad_norm,local_step,lr,main_grad_norm,main_loss,parameter_displacement_norm,parent_step,preclip_grad_norm,q_parameter_displacement_norm,scale_alpha,seconds
0.201625049910991,0.07348872721195221,M,M,0.052902446388801275,0.06134659440413345,0.07576623380705921,0.10117591033800297,0.0788756100036543,0.03968098320406605,0.05205481175592265,602,0.34541885482365403,2,0.0002992056748283996,0.2511931905323827,0.1064320651016065,0.19610911828756603,600,0.19738276302814484,0.1817823043825319,0.9269446824801594,59.11136426217854
0.0909097553359073,0.06003122963011265,M,M,0.05051628344808133,0.06477755913086915,0.0816507548999148,0.10501331144622122,0.08034957341729278,0.040545376763312026,0.05605874883390797,603,0.1782465860040585,3,0.0002992056748283996,0.14627338564587378,0.09401954076297225,0.18818108953979085,600,0.09962182492017746,0.18890536018460183,1.0038487961068896,79.97726452723145
0.14922052213164455,0.05002023931592703,M,M,0.04840363003048224,0.06348857904365082,0.07668698977293374,0.10017824640104446,0.07652864152109212,0.03887670082058388,0.05250250286709448,604,0.239904921115894,4,0.0002992056748283996,0.16418261778408122,0.09422074045453752,0.18005773693167812,600,0.1308879852294922,0.18004117878136533,0.9999080397732697,84.7879677368328
0.24901979502253233,0.06320032477378845,M,M,0.045199832674098335,0.06081235313545174,0.07775613878324097,0.10097552796218573,0.07549511950340591,0.03722356603330001,0.04787905312590981,605,0.3784061667825131,5,0.0002992056748283996,0.23334622064570917,0.09604933458779538,0.18546150822405114,600,0.2020699381828308,0.1770896673904369,0.9548594157689022,70.71017425321043
0.1617671434428658,0.05398417357355356,M,M,0.04240801646621325,0.060521557785174616,0.07621086910097578,0.1006447113415128,0.07370353889968094,0.03542331431717975,0.047526438654545484,606,0.2586244162732693,6,0.0002992056748283996,0.19177427647361908,0.0862815435088816,0.17717295044918707,600,0.14699071645736694,0.17419683624505553,0.9832022089343424,83.50327176786959
0.36211680556268894,0.09840700635686517,M,M,0.04829880028241917,0.062227656700865934,0.07478205684976814,0.08899226514424408,0.07064695208938684,0.039262836624244096,0.05048657779250813,607,0.49656426699194106,7,0.0002992056748283996,0.26699655475619855,0.12134112626136767,0.1886038624083984,600,0.3225324749946594,0.1697011787470867,0.8997757340707039,77.4889397835359
0.17722792677952023,0.055569115560501814,M,M,0.049847326881467244,0.06675228020498583,0.07865823290079896,0.0987077032202246,0.07513094279703975,0.040506958164236946,0.05245013017470669,608,0.34299472733211356,8,0.0002992056748283996,0.24786537283042825,0.09250930395154724,0.18320564294972605,600,0.21550244092941284,0.18140407724493296,0.9901664289604472,96.98132635559887
0.18186974363591726,0.05090824782382697,M,M,0.048639486063306515,0.07142031212388525,0.0819379656325009,0.0987641733794318,0.08428391660263689,0.03709092571964034,0.04937220520201782,609,0.40959581870988987,9,0.0002992056748283996,0.3239469665613246,0.12013283664626734,0.19196226860476626,600,0.23137524724006653,0.18668685797461693,0.9725185023677182,80.47044873144478
0.09675038510318533,0.03351645078510046,M,M,0.047482691309060146,0.06606337105449644,0.07877105717478103,0.0974360448089022,0.08315663572868062,0.040921258084295864,0.04994081332968254,610,0.2446193418148306,10,0.0002992056748283996,0.21136320068967004,0.1038951560677517,0.1860265685295708,600,0.13350608944892883,0.18276022001119796,0.9824414945446159,70.87738552968949
0.23902894533469288,0.0672947708517313,M,M,0.054252205353839664,0.06165743102321515,0.07606008893563146,0.09926816982213035,0.07721080754561561,0.04356466751750118,0.05808996559233954,611,0.33798217743427655,11,0.0002992056748283996,0.21001729675763045,0.11635389294297921,0.19476270809111795,600,0.19899675250053406,0.18335234319150237,0.9414140160020914,68.96687969192863
0.12075013270136564,0.05932161025702953,M,M,0.04909751777374998,0.06492635318593795,0.083001019593463,0.09552118463576195,0.07956228505843979,0.04412253877274723,0.0576547681232138,612,0.30059474754741206,12,0.0002992056748283996,0.25069351546364504,0.10075814072929677,0.18652392982988025,600,0.16497603058815002,0.1850418601757512,0.9920542653402125,57.30085542239249
0.12665658987684134,0.06920446455478668,M,M,0.04848820925324968,0.06097438563446781,0.08073467788062193,0.09011669987388739,0.07271571037815296,0.04087527614083945,0.05336012510569297,613,0.23458042453434072,13,0.0002992056748283996,0.17068357925655006,0.09826325128475824,0.17587208512329236,600,0.12546676397323608,0.17468187008350597,0.993232495998714,73.51353219058365
0.08974052437271653,0.03399471892043948,M,M,0.045697225512617325,0.0604783917787563,0.0791083868310942,0.08612717585761764,0.07283459663112354,0.03851652526737384,0.050195120260700755,614,0.19573578341797992,14,0.0002992056748283996,0.15979735396031364,0.10538606181563365,0.1717630499149862,600,0.10925296694040298,0.16949882135769453,0.9868177203513075,75.46548167988658
0.05962156758009958,0.028925601625815034,M,M,0.03973894786186963,0.059377753758654415,0.07634795981408261,0.08089433879574964,0.07332304564473123,0.03732753498585245,0.04696325684544687,615,0.18238230264880606,15,0.0002992056748283996,0.1633499467815749,0.11079748737670125,0.164040892711715,600,0.11058148741722107,0.16264368126236906,0.9914825417842527,55.82606485392898
0.13202452247755225,0.06259769480675459,M,M,0.04050776887504536,0.06309136689654432,0.07507588551004209,0.07881935067992618,0.07519694217211532,0.040942126436252654,0.04496686920364207,616,0.244610608900379,16,0.0002992056748283996,0.18785896758937068,0.11546650404731432,0.17040286198207813,600,0.15220987796783447,0.1637777028139656,0.9611206109389798,62.697111405432224
0.14123498886981448,0.06378973834216595,M,M,0.03845822227673577,0.0653804783980809,0.07340194236911847,0.08962240457502059,0.07766852466444439,0.03841070214539863,0.04340388422918805,617,0.27044299745064176,17,0.0002992056748283996,0.21829717352325093,0.09763445376995064,0.17390806008713336,600,0.15176443755626678,0.16901284852097193,0.9718517269199094,68.2009703097865
0.07896134974978583,0.044161942321807146,M,M,0.036857413899442484,0.06345551421920967,0.07189747574853995,0.09239450911045602,0.07555019897623855,0.03585276064420722,0.04184573755175407,618,0.15143353371394883,18,0.0002992056748283996,0.12781689548979072,0.10037849887850737,0.17328495620008727,600,0.08637365698814392,0.16683938938314594,0.962803656137935,72.82795287389308
0.18998442535647206,0.08782612066715956,Q,Q,0.04210989525776353,0.05974316635709412,0.07525792136798631,0.10251999389751001,0.08111901524604966,0.043117318165128045,0.05369533922042245,601,0.36164253825215614,1,0.0002992056748283996,0.275519552904282,0.099705073139852,0.1812158389782877,600,0.16705869138240814,,,75.3465712890029
0.20181443099961108,0.0732110608369112,Q,Q,0.04626532302037467,0.06009608742889251,0.07521534057660427,0.10261868442430448,0.07752042133149077,0.041399504810752705,0.05107728115986689,602,0.34733871367551766,2,0.0002992056748283996,0.2539914560250774,0.10649073363414832,0.17964460766230014,600,0.13859006762504578,,,58.50830085668713
0.09005087746656966,0.060454607009887695,Q,Q,0.041561687381358486,0.06005446647159808,0.07386090966948579,0.10237119709668746,0.07342106795613774,0.03918988109521498,0.05229544264312069,603,0.18166048537563803,3,0.0002992056748283996,0.14857572572609534,0.09409564897595415,0.17587075394932397,600,0.08491057902574539,,,79.94760286714882
0.14444657707330955,0.04817286832258105,Q,Q,0.04068496040272544,0.05953532749799257,0.07143618131191025,0.10002956253049106,0.0704916566857024,0.03729931103179058,0.04893821321718085,604,0.2469051428273628,4,0.0002992056748283996,0.17085024610913074,0.09469265251287393,0.17048173973292724,600,0.09206302464008331,,,84.98323435615748
0.24051605255506506,0.06349036656320095,Q,Q,0.03765730117830437,0.05891112768938615,0.07234176655791316,0.09775663664219127,0.07248953981565283,0.03718070628596126,0.047653724750552955,605,0.3669985013734956,5,0.0002992056748283996,0.23519487455271817,0.09620483658675635,0.16907483632755999,600,0.1260191947221756,,,71.76697988156229
0.13948180259406515,0.05341795366257429,Q,Q,0.03447956342964612,0.05702677140224023,0.06944741137510328,0.09417901938872285,0.06832338643528843,0.0344707699870241,0.044616756058693745,606,0.2290110801594238,6,0.0002992056748283996,0.18373751273756164,0.08599182763802153,0.16118466933698028,600,0.10245400667190552,,,72.66100933682173
0.2990202898501451,0.09012036211788654,Q,Q,0.03336335325377114,0.06019238950690329,0.07091224420737077,0.0894846760576736,0.06552579264242936,0.031919045150799165,0.04217198807143174,607,0.4194475485497323,7,0.0002992056748283996,0.2496511695958358,0.12019888489019302,0.1576807605423491,600,0.16290569305419922,,,61.888487461954355
0.14774102931983796,0.05496062431484461,Q,Q,0.0317194381541098,0.05980136526886319,0.06680618090194593,0.08339150472405363,0.06147488856193759,0.030939751309531433,0.04016086297432365,608,0.3282938054688761,8,0.0002992056748283996,0.2580718123773223,0.09250329896098092,0.149495350968913,600,0.1608627438545227,,,77.7117710383609
0.18959978347497175,0.05193802434951067,Q,Q,0.03152664699533762,0.0664322431191018,0.0732697241677309,0.08424049625237255,0.07244223303691064,0.029365111274774168,0.04093766215448731,609,0.4202782991643195,9,0.0002992056748283996,0.32444902347420435,0.11937692983164673,0.16018166298079917,600,0.193578839302063,,,65.17725643701851
0.09628304869344488,0.03293467406183481,Q,Q,0.03203278272561366,0.06020364693901806,0.07071968678171536,0.0822668947162305,0.06694641677618894,0.03191981111178294,0.039729570668287736,610,0.25119144070779015,10,0.0002992056748283996,0.22334581401248413,0.10319529491521062,0.15329328160336694,600,0.11845522373914719,,,63.84983443748206
0.25873232024640197,0.06809026002883911,Q,Q,0.03728142132823776,0.05997372521419644,0.07186796230204584,0.08690579350174137,0.0683667838184107,0.03786469173003789,0.0543960777460836,611,0.38250322591692176,11,0.0002992056748283996,0.23851204113256985,0.116902359716949,0.16361863685283284,600,0.12979719042778015,,,71.1041516577825
0.12976143997014974,0.059448614716529846,Q,Q,0.03607861357559725,0.06045043656200673,0.076694462723883,0.08402546216095728,0.06717985336473893,0.03700412327419756,0.051983542577013125,612,0.30529173563660844,12,0.0002992056748283996,0.25265650850826327,0.10031102411448956,0.1627358813482693,600,0.146671861410141,,,58.97158056963235
0.1190227828264797,0.06620378978550434,Q,Q,0.03480626272471206,0.05666903463345766,0.07514538440636513,0.07943124793787905,0.06124814244885349,0.03422024513397888,0.047553713130804295,613,0.24046303382863404,13,0.0002992056748283996,0.1846630053793597,0.09853549479019073,0.15350154110200454,600,0.09818315505981445,,,74.39230342861265
0.10330155934300653,0.03390066511929035,Q,Q,0.032467231492352415,0.055758590885307026,0.0723723327430431,0.074324048829101,0.06540399815772195,0.03246654039682731,0.04556971539453695,614,0.21829420923580753,14,0.0002992056748283996,0.17583273907227914,0.10513198978844143,0.1494433623176573,600,0.09612330049276352,,,76.12139476463199
0.07870592558133842,0.029231842141598463,Q,Q,0.03146330363063243,0.056633056819036486,0.0714474101351505,0.07323875016528708,0.06856801469577346,0.03298303662879358,0.04414205471498266,615,0.1896390018545425,15,0.0002992056748283996,0.1627183172313379,0.10952753866357462,0.14967920323094988,600,0.09969662874937057,,,56.440824307501316
0.11614661809889043,0.061061715707182884,Q,Q,0.034225399189712645,0.06478104189709517,0.07549830996085972,0.07425770839504874,0.07235513793075658,0.03147846121661295,0.04255956776248978,616,0.30473378528991546,16,0.0002992056748283996,0.27358744747719627,0.11333877690846011,0.15690646804919517,600,0.17614363133907318,,,57.0129719087854
0.1449210442384629,0.06449162028729916,Q,Q,0.043842229690230085,0.07021058311027913,0.07568683786154547,0.11721570815277413,0.08662644438589215,0.03677657975899608,0.04949575689253374,617,0.34371302854509633,17,0.0002992056748283996,0.28051718863447817,0.09743196614796207,0.19397467459493048,600,0.16355745494365692,,,60.91461778897792
0.07455386110601302,0.04690522747114301,Q,Q,0.046120178525655316,0.06997873284832799,0.07400488566452687,0.11941852137281056,0.0836098558599747,0.034844585664480184,0.04968627007791235,618,0.1673828475411181,18,0.0002992056748283996,0.15225545246914063,0.09989739382373435,0.19348146900593446,600,0.09187483787536621,,,65.7057459866628
